xmi:type,name,xmi:id,description
State,SetWPReleased,_DtxZUNi5EeaI3IcGROryBQ,SetWPReleased
OpaqueBehavior,OpaqueBehaviorOfSetWPReleased,_XLnSENi5EeaI3IcGROryBQ,Now(Released)
Operation,ACTIntake,_a410oBHuEeaIeI6F5gdpJg,ACT_Intake
Operation,ACTRelease,_c-TFQBHuEeaIeI6F5gdpJg,ACT_Release
Class,ProportionalValve,_7io4sBHrEeaIeI6F5gdpJg,ProportionalValve
Property,AOSetPressure,_Bxx7gBHsEeaIeI6F5gdpJg,AO_SetPressure
Class,Valve,_Q0eh0BHwEeaIeI6F5gdpJg,Valve
Property,DOIntake,_Vcf10BHwEeaIeI6F5gdpJg,DO_Intake
Class,OperationPanel,_XPaiwBHhEeaIeI6F5gdpJg,OperationPanel
Property,EmergencyStop,_K6zSoNi3EeaI3IcGROryBQ,EmergencyStop
Property,StartButton,_Q0d0sNi3EeaI3IcGROryBQ,StartButton
Property,ManuelMode,_TMol8Ni3EeaI3IcGROryBQ,ManuelMode
Property,DIStart,_dRLbcBHiEeaIeI6F5gdpJg,DI_Start
Property,DIManual,_7hDTYBHiEeaIeI6F5gdpJg,DI_Manual
Property,DINotEmergencyStop,__URtYBHiEeaIeI6F5gdpJg,DI_NotEmergencyStop
Property,DOLampGreen,_giB9oBHhEeaIeI6F5gdpJg,DO_LampGreen
Property,DOLampWhite,_YLZ0cBHiEeaIeI6F5gdpJg,DO_LampWhite
StateMachine,OperationPanelStateMachine,_b2q94Ni3EeaI3IcGROryBQ,OperationPanel_StateMachine
Transition,TransitionuIcFENi3EeaI3IcGROryBQ,_uIcFENi3EeaI3IcGROryBQ,
Transition,Transitionu8exINi3EeaI3IcGROryBQ,_u8exINi3EeaI3IcGROryBQ,
Pseudostate,Pseudostategh1sgNi3EeaI3IcGROryBQ,_gh1sgNi3EeaI3IcGROryBQ,
FinalState,FinalStatehCFS0Ni3EeaI3IcGROryBQ,_hCFS0Ni3EeaI3IcGROryBQ,
State,State,_hhcIUNi3EeaI3IcGROryBQ,State
OpaqueBehavior,OpaqueBehaviorOfState,_qbrfcNi3EeaI3IcGROryBQ,EmergencyStop:= NOT DI_EmergencyStop; StartButton:=DI_StartButton; ManuelMode:=DI_ManuelButton;
Class,TurningTable,_iSAakBHuEeaIeI6F5gdpJg,TurningTable
Property,motor,_pHahQxHwEeaIeI6F5gdpJg,motor
Property,potentiometer,_vkgzICwJEee7-rLN0MWZzw,potentiometer
StateMachine,TurningTableStateMachine,_1wHkUCwKEee7-rLN0MWZzw,TurningTable_StateMachine
Transition,TransitionizmYCwKEee7rLN0MWZzw,__izmYCwKEee7-rLN0MWZzw,
Transition,TransitionAOYS8CwLEee7rLN0MWZzw,_AOYS8CwLEee7-rLN0MWZzw,
Pseudostate,Pseudostate55Fk0CwKEee7rLN0MWZzw,_55Fk0CwKEee7-rLN0MWZzw,
FinalState,FinalState6cGyUCwKEee7rLN0MWZzw,_6cGyUCwKEee7-rLN0MWZzw,
State,State,_76O9MCwKEee7-rLN0MWZzw,State
OpaqueBehavior,OpaqueBehaviorOfState,_9nFgkCwKEee7-rLN0MWZzw,potentiometer();
Class,Motor,_w3GbsBHuEeaIeI6F5gdpJg,Motor
Property,DOTrunClockwise,_LJyIMKXSEeaaifhFzThDQw,DO_TrunClockwise
Property,DOTrunCounterclockwise,_OdacIKXSEeaaifhFzThDQw,DO_TrunCounterclockwise
Property,Stopped,_-BRP4NjAEeaI3IcGROryBQ,Stopped
Property,TurningClockwise,_C8TmgNjBEeaI3IcGROryBQ,TurningClockwise
Property,TurningCounterclockwise,_FtTugNjBEeaI3IcGROryBQ,TurningCounterclockwise
StateMachine,MotorACTStop,_8vCfECafEeaCBchfDALz2Q,Motor_ACT_Stop
Transition,true,_UjkEMCagEeaCBchfDALz2Q,[true]
Transition,Stopped,_V4t5QCagEeaCBchfDALz2Q,[Stopped]
Pseudostate,PseudostateAeMRYCagEeaCBchfDALz2Q,_AeMRYCagEeaCBchfDALz2Q,
State,Stopping,_BInHYCagEeaCBchfDALz2Q,Stopping
OpaqueBehavior,OpaqueBehaviorOfStopping,_TIks4CagEeaCBchfDALz2Q,DO_TrunClockwise:=FALSE; DO_TrunCounterclockwise:=FALSE; Stopped:=TRUE; TurningClockwise:=FALSE; TurningCounterclockwise:=FALSE;
FinalState,FinalStateT2oswCagEeaCBchfDALz2Q,_T2oswCagEeaCBchfDALz2Q,
StateMachine,MotorACTTurnClockwise,_eTXKUCagEeaCBchfDALz2Q,Motor_ACT_TurnClockwise
Transition,true,_rG5HMCagEeaCBchfDALz2Q,[true]
Transition,TurningClockwise,_zwfaQCagEeaCBchfDALz2Q,[TurningClockwise]
Pseudostate,PseudostateiFuosCagEeaCBchfDALz2Q,_iFuosCagEeaCBchfDALz2Q,
State,TruningBackwards,_i-vUUCagEeaCBchfDALz2Q,TruningBackwards
OpaqueBehavior,OpaqueBehaviorOfTruningBackwards,_pTB84CagEeaCBchfDALz2Q,DO_TrunClockwise:=TRUE; DO_TrunCounterclockwise:=FALSE; Stopped:=FALSE; TurningClockwise:=TRUE; TurningCounterclockwise:=FALSE;
FinalState,FinalStateqCsfQCagEeaCBchfDALz2Q,_qCsfQCagEeaCBchfDALz2Q,
StateMachine,MotorACTTurnCounterclockwise,_3D8vECagEeaCBchfDALz2Q,Motor_ACT_TurnCounterclockwise
Transition,TurningCounterclockwise,_DleV8CahEeaCBchfDALz2Q,[TurningCounterclockwise]
Transition,true,_FWg1wCahEeaCBchfDALz2Q,[true]
Pseudostate,Pseudostate7MBwCagEeaCBchfDALz2Q,_7MB-wCagEeaCBchfDALz2Q,
State,TruningForwards,_7rdswCagEeaCBchfDALz2Q,TruningForwards
OpaqueBehavior,OpaqueBehaviorOfTruningForwards,_Bit0ACahEeaCBchfDALz2Q,DO_TrunClockwise:=FALSE; DO_TrunCounterclockwise:=TRUE; Stopped:=FALSE; TurningClockwise:=FALSE; TurningCounterclockwise:=TRUE;
FinalState,FinalStateC6ffQCahEeaCBchfDALz2Q,_C6ffQCahEeaCBchfDALz2Q,
Operation,ACTTurnBackwards,_7Lh44BHuEeaIeI6F5gdpJg,ACT_TurnBackwards
Operation,ACTTurnForwards,_9EvdQBHuEeaIeI6F5gdpJg,ACT_TurnForwards
Operation,ACTStop,_-mRhcBHuEeaIeI6F5gdpJg,ACT_Stop
Class,Ramp,_AcNm4BX2Eea6mfTNXns5yg,Ramp
Class,Potentiometer,_WqQxgCwIEee7-rLN0MWZzw,Potentiometer
Property,AtStack,_cjP-ICwIEee7-rLN0MWZzw,AtStack
Property,AtConveyor,_grY4MCwIEee7-rLN0MWZzw,AtConveyor
Property,AtStamp,_lTd2kCwIEee7-rLN0MWZzw,AtStamp
Property,AIPosition,_nFw6oCwIEee7-rLN0MWZzw,AI_Position
Property,delta,_qp36kCwIEee7-rLN0MWZzw,delta
Property,iPosStack,_2y7XECwIEee7-rLN0MWZzw,iPosStack
Property,iPosConveyor,_-crWsCwIEee7-rLN0MWZzw,iPosConveyor
Property,iPosStamp,_DRPR4CwJEee7-rLN0MWZzw,iPosStamp
StateMachine,PotentiometerStateMachine,_NZ6yECwJEee7-rLN0MWZzw,Potentiometer_StateMachine
Transition,TransitionlsvcwCwJEee7rLN0MWZzw,_lsvcwCwJEee7-rLN0MWZzw,
Transition,TransitionmXmXoCwJEee7rLN0MWZzw,_mXmXoCwJEee7-rLN0MWZzw,
Pseudostate,PseudostateQHSXQCwJEee7rLN0MWZzw,_QHSXQCwJEee7-rLN0MWZzw,
State,State,_Q8XlICwJEee7-rLN0MWZzw,State
OpaqueBehavior,OpaqueBehaviorOfState,_grmeICwJEee7-rLN0MWZzw,IF((iPosStack-delta) < AI_Position AND AI_Position < (iPosStack+delta)) THEN AtStack := TRUE; AtConveyor := FALSE; AtStamp := FALSE; ELSIF((iPosConveyor-delta) < AI_Position AND AI_Position < (iPosConveyor+delta)) THEN AtStack := FALSE; AtConveyor := TRUE; AtStamp := FALSE; ELSIF((iPosStamp-delta) < AI_Position AND AI_Position < (iPosStamp+delta)) THEN AtStack := FALSE; AtConveyor := FALSE; AtStamp := TRUE; ELSE AtStack := FALSE; AtConveyor := FALSE; AtStamp := FALSE; END_IF
FinalState,FinalStatelAKDkCwJEee7rLN0MWZzw,_lAKDkCwJEee7-rLN0MWZzw,
Enumeration,eWPType,_NhpogBHXEeaE9dGXaplL2g,eWPType
EnumerationLiteral,Black,_NhpogRHXEeaE9dGXaplL2g,Black
EnumerationLiteral,Metallic,_NhpoghHXEeaE9dGXaplL2g,Metallic
EnumerationLiteral,White,_NhpogxHXEeaE9dGXaplL2g,White
Enumeration,TargetType,_POfCIBH1EeaIeI6F5gdpJg,TargetType
EnumerationLiteral,Ramp1,_S6idIBH1EeaIeI6F5gdpJg,Ramp1
EnumerationLiteral,Ramp2,_Tq_psBH1EeaIeI6F5gdpJg,Ramp2
EnumerationLiteral,Ramp3,_U3B_ABH1EeaIeI6F5gdpJg,Ramp3
Association,AssociationK9YDABHZEeaIeI6F5gdpJg,_K9YDABHZEeaIeI6F5gdpJg,
Association,AssociationMFGgEBHZEeaIeI6F5gdpJg,_MFGgEBHZEeaIeI6F5gdpJg,
Association,AssociationN1dDYBHZEeaIeI6F5gdpJg,_N1dDYBHZEeaIeI6F5gdpJg,
Association,AssociationJTiEcBHmEeaIeI6F5gdpJg,_JTiEcBHmEeaIeI6F5gdpJg,
Association,AssociationKG4M8BHmEeaIeI6F5gdpJg,_KG4M8BHmEeaIeI6F5gdpJg,
Association,AssociationLN6GcBHmEeaIeI6F5gdpJg,_LN6GcBHmEeaIeI6F5gdpJg,
Association,AssociationL4sI0BHmEeaIeI6F5gdpJg,_L4sI0BHmEeaIeI6F5gdpJg,
Association,AssociationMmUq4BHmEeaIeI6F5gdpJg,_MmUq4BHmEeaIeI6F5gdpJg,
Association,AssociationOUnkBHnEeaIeI6F5gdpJg,_O-UnkBHnEeaIeI6F5gdpJg,
Association,AssociationUYFgBHnEeaIeI6F5gdpJg,_U-YFgBHnEeaIeI6F5gdpJg,
Association,AssociationnJWEBHsEeaIeI6F5gdpJg,_-nJWEBHsEeaIeI6F5gdpJg,
Association,AssociationBd3MBHtEeaIeI6F5gdpJg,_B-d3MBHtEeaIeI6F5gdpJg,
Association,AssociationIvzoIBHtEeaIeI6F5gdpJg,_IvzoIBHtEeaIeI6F5gdpJg,
Association,AssociationM2eikBHtEeaIeI6F5gdpJg,_M2eikBHtEeaIeI6F5gdpJg,
Association,AssociationRAivQBHtEeaIeI6F5gdpJg,_RAivQBHtEeaIeI6F5gdpJg,
Association,AssociationUUQiwBHtEeaIeI6F5gdpJg,_UUQiwBHtEeaIeI6F5gdpJg,
Association,AssociationeXNoBHwEeaIeI6F5gdpJg,_e-XNoBHwEeaIeI6F5gdpJg,
Association,Associationf5IMwBHwEeaIeI6F5gdpJg,_f5IMwBHwEeaIeI6F5gdpJg,
Association,AssociationgkVF4BHwEeaIeI6F5gdpJg,_gkVF4BHwEeaIeI6F5gdpJg,
Association,Associationn73UIBHwEeaIeI6F5gdpJg,_n73UIBHwEeaIeI6F5gdpJg,
Association,AssociationpHahQBHwEeaIeI6F5gdpJg,_pHahQBHwEeaIeI6F5gdpJg,
Association,Associationt5S74BHwEeaIeI6F5gdpJg,_t5S74BHwEeaIeI6F5gdpJg,
Association,AssociationcpnDIBH4EeaIeI6F5gdpJg,_cpnDIBH4EeaIeI6F5gdpJg,
Association,Associationp5ujcBH6EeaIeI6F5gdpJg,_p5ujcBH6EeaIeI6F5gdpJg,
Association,Association61LABH6EeaIeI6F5gdpJg,_61L_ABH6EeaIeI6F5gdpJg,
Association,AssociationDaS8BH6EeaIeI6F5gdpJg,__DaS8BH6EeaIeI6F5gdpJg,
Association,Association5NHYgBH7EeaIeI6F5gdpJg,_5NHYgBH7EeaIeI6F5gdpJg,
Association,Association7Z8ccBH7EeaIeI6F5gdpJg,_7Z8ccBH7EeaIeI6F5gdpJg,
Association,AssociationnnAA8BH8EeaIeI6F5gdpJg,_nnAA8BH8EeaIeI6F5gdpJg,
Association,Associationxqna8BH8EeaIeI6F5gdpJg,_xqna8BH8EeaIeI6F5gdpJg,
Association,AssociationswnwkBX2Eea6mfTNXns5yg,_swnwkBX2Eea6mfTNXns5yg,
Association,Associationtrh5oBX2Eea6mfTNXns5yg,_trh5oBX2Eea6mfTNXns5yg,
Association,Associationuusm0BX2Eea6mfTNXns5yg,_uusm0BX2Eea6mfTNXns5yg,
Association,AssociationXBVGQBZ9Eeax3NYvbL0H7w,_XBVGQBZ9Eeax3NYvbL0H7w,
Association,AssociationTS0lYKdSEeaW3nj19RIA,_TS0lYKdSEeaW3-nj19_RIA,
Association,Associationk0rU0Le0EeaN5KNu953fkQ,_k0rU0Le0EeaN5KNu953fkQ,
Association,Associationvkb6oCwJEee7rLN0MWZzw,_vkb6oCwJEee7-rLN0MWZzw,
