xmi:type,name,xmi:id,description
Pseudostate,PseudostateYzlt4GR4EeaP7aiWefDRgg,_Yzlt4GR4EeaP7aiWefDRgg,
State,SortWP,_aHCSwGR4EeaP7aiWefDRgg,Sort_WP
OpaqueBehavior,OpaqueBehaviorOfSortWP,_gD_ZYGR4EeaP7aiWefDRgg,ACT_SortWP()
State,SetAutomaticExecuteCompleted,_wxv6sGR5EeaP7aiWefDRgg,SetAutomaticExecuteCompleted
OpaqueBehavior,OpaqueBehaviorOfSetAutomaticExecuteCompleted,_39skAGR5EeaP7aiWefDRgg,Now(AutomaticExecuteCompleted)
FinalState,FinalStatepcqUGR5EeaP7aiWefDRgg,_-pcqUGR5EeaP7aiWefDRgg,
State,Interstep,_Hv3R0NghEeaLleG51tH3Eg,Interstep
StateMachine,LargeSortingConveyorACTEmergencyStop,_0pqzAEmUEeaPbYa44WUTPg,LargeSortingConveyor_ACT_EmergencyStop
Transition,NOTEmergencyHandled,_UsWFUEmVEeaPbYa44WUTPg,[NOT EmergencyHandled]
Transition,NOTInitCompletedANDNOTAutoamticExecuteCompleted,_Wz5nsEmVEeaPbYa44WUTPg,[NOT InitCompleted AND NOT AutoamticExecuteCompleted]
Transition,TransitionuNVzUEmVEeaPbYa44WUTPg,_uNVzUEmVEeaPbYa44WUTPg,
Transition,TransitionwixZoEmVEeaPbYa44WUTPg,_wixZoEmVEeaPbYa44WUTPg,
Transition,seperator1Retracted,_CT-xcEmWEeaPbYa44WUTPg,[seperator1.Retracted]
Transition,TransitionGg42wEmWEeaPbYa44WUTPg,_Gg42wEmWEeaPbYa44WUTPg,
Transition,seperator2Retracted,_NGbnYEmWEeaPbYa44WUTPg,[seperator2.Retracted]
Transition,EmergencyHandled,_qEfe4GSBEeaP7aiWefDRgg,[EmergencyHandled]
Transition,true,_9xKgMLe3EeaN5KNu953fkQ,[true]
Transition,motorStopped,_OaceANgiEeaLleG51tH3Eg,[motor.Stopped]
State,ResetVariables,_FdmqQEmVEeaPbYa44WUTPg,ResetVariables
OpaqueBehavior,OpaqueBehaviorOfResetVariables,_JM-fAEmVEeaPbYa44WUTPg,InitCompleted:=FALSE; AutomaticExecuteCompleted:=FALSE; WPSorted:=FALSE; IsSorting:=FALSE; WPTypeChecked:=FALSE; TargetChanged:=FALSE; WPType:=NULL; CurrentTarget:=NULL;
Pseudostate,PseudostateMjZBMEmVEeaPbYa44WUTPg,_MjZBMEmVEeaPbYa44WUTPg,
State,Seperator1Retracting,_a9i9oEmVEeaPbYa44WUTPg,Seperator1Retracting
OpaqueBehavior,OpaqueBehaviorOfSeperator1Retracting,_e3pbsEmVEeaPbYa44WUTPg,seperator1.ACT_Retract()
State,Seperator2Retract,_gtbRkEmVEeaPbYa44WUTPg,Seperator2Retract
OpaqueBehavior,OpaqueBehaviorOfSeperator2Retract,_kJGHMEmVEeaPbYa44WUTPg,seperator2.ACT_Retract()
FinalState,FinalStateL4J2YEmWEeaPbYa44WUTPg,_L4J2YEmWEeaPbYa44WUTPg,
State,EmergencyHandled,_iESHEGSBEeaP7aiWefDRgg,Emergency_Handled
OpaqueBehavior,OpaqueBehaviorOfEmergencyHandled,_n1jiIGSBEeaP7aiWefDRgg,Now(EmergencyHandled)
State,StopConveyor,_CEbjkNgiEeaLleG51tH3Eg,StopConveyor
OpaqueBehavior,OpaqueBehaviorOfStopConveyor,_FYCpYNgiEeaLleG51tH3Eg,motor.ACT_Stop()
StateMachine,LargeSortingConveyorStateMachine,_j_efANgdEeaLleG51tH3Eg,LargeSortingConveyor_StateMachine
Transition,Transition9CWtoNgdEeaLleG51tH3Eg,_9CWtoNgdEeaLleG51tH3Eg,
Transition,TransitionqGukNgdEeaLleG51tH3Eg,_-qGukNgdEeaLleG51tH3Eg,
Pseudostate,PseudostateoMob8NgdEeaLleG51tH3Eg,_oMob8NgdEeaLleG51tH3Eg,
State,State,_oqO98NgdEeaLleG51tH3Eg,State
OpaqueBehavior,OpaqueBehaviorOfState,_5CC54NgdEeaLleG51tH3Eg,Panel(); StartButton:=panel.StartButton; EmergencyStop:=panel.EmergencyStop; Check_Allowed_To_Operate := Main.Crane_Allow_Conveyor_to_Operate;
FinalState,FinalState977Z8NgdEeaLleG51tH3Eg,_977Z8NgdEeaLleG51tH3Eg,
Operation,ACTSortWP,_T_LB0B2ZEea4IeFnYXjnhQ,ACT_SortWP
Operation,ACTChangeTarget,_4IPO0GRzEeaP7aiWefDRgg,ACT_ChangeTarget
Operation,ACTCheckWPType,_6JAMsGRzEeaP7aiWefDRgg,ACT_CheckWPType
Operation,ACTInit,_3HVTsCZzEeagIsaxH253Xw,ACT_Init
Operation,ACTAutomaticExecute,_1nfwYGRzEeaP7aiWefDRgg,ACT_AutomaticExecute
Operation,ACTEmergencyStop,_T4wpEEmREeaPbYa44WUTPg,ACT_EmergencyStop
Class,Stamp,_-GUi8BHWEeaE9dGXaplL2g,Stamp
Property,panel,_-nJWExHsEeaIeI6F5gdpJg,panel
Property,pressureSensor,_B-d3MxHtEeaIeI6F5gdpJg,pressureSensor
Property,propValve,_IvzoIxHtEeaIeI6F5gdpJg,propValve
Property,WPAvailable,_M2eikxHtEeaIeI6F5gdpJg,WPAvailable
Property,stampingCylinder,_RAivQxHtEeaIeI6F5gdpJg,stampingCylinder
Property,slidingCylinder,_UUQiwxHtEeaIeI6F5gdpJg,slidingCylinder
Property,StartButton,_D1jGcNgjEeaLleG51tH3Eg,StartButton
Property,InitCompleted,_WvcTIBHqEeaIeI6F5gdpJg,InitCompleted
Property,AutomaticExecuteCompleted,_Oet-EGRzEeaP7aiWefDRgg,AutomaticExecuteCompleted
Property,EmergencyStop,_GVodkNgjEeaLleG51tH3Eg,EmergencyStop
Property,SoftwareEmergency,_-nz5EDkrEeaKtZr8UL9QRw,SoftwareEmergency
Property,EmergencyHandled,_bxWJYGSBEeaP7aiWefDRgg,EmergencyHandled
Property,IsSamping,_ejbM0BHqEeaIeI6F5gdpJg,IsSamping
Property,WPStamped,_a7KFoBHqEeaIeI6F5gdpJg,WPStamped
Property,WPType,_itKpYBHqEeaIeI6F5gdpJg,WPType
Property,CheckAllowedToOperate,_IvB94NgjEeaLleG51tH3Eg,Check_Allowed_To_Operate
Property,CheckWPType,_L2bMoNgjEeaLleG51tH3Eg,Check_WPType
StateMachine,StampACTStamp,_WS7rcCSwEeapNbKUvR7Irw,Stamp_ACT_Stamp
Transition,IsStampingANDNOTWPStampedANDWPAvailableDISwitchTrue,_Kxd98CSxEeapNbKUvR7Irw,[IsStamping AND NOT WPStamped AND WPAvailable.DI_SwitchTrue]
Transition,slidingCylinderRetracted,_Vdc_gCSxEeapNbKUvR7Irw,[slidingCylinder.Retracted]
Transition,WPTypeMetallic,_V0ctwCSyEeapNbKUvR7Irw,[WPType=Metallic]
Transition,WPTypeWhiteorWPTypeBalck,_XRsu4CSyEeapNbKUvR7Irw,[WPType=White or WPType=Balck]
Transition,aftert1000ms,_GBIwkCSzEeapNbKUvR7Irw,[after(t#1000ms)]
Transition,stampingCylinderRetracted,_Ym5x0CSzEeapNbKUvR7Irw,[stampingCylinder.Retracted]
Transition,slidingCylinderExtended,_eB9sUCSzEeapNbKUvR7Irw,[slidingCylinder.Extended]
Transition,NOTWPTypeMetallic,_FaCw8DkjEea8uOUb4gQg2Q,[NOT WPType=Metallic]
Transition,stackWPTypeMetallic,_KcXbUDkjEea8uOUb4gQg2Q,[stack.WPType(Metallic)]
Transition,WPTypeMetallic,_MbnWQDkjEea8uOUb4gQg2Q,[WPType=Metallic]
Transition,TransitionYybh8DkjEea8uOUb4gQg2Q,_Yybh8DkjEea8uOUb4gQg2Q,
Transition,aftert1500ms,_jb13ADkrEeaKtZr8UL9QRw,[after(t#1500ms)]
Transition,SoftwareEmergency,_oeAwYDkrEeaKtZr8UL9QRw,[SoftwareEmergency]
Transition,true,_EFuXoDlKEeaLOdRX3Qj_WA,[true]
Transition,WPStamped,_N1dnAKdhEeaW3-nj19_RIA,[WPStamped]
Transition,WPTypeCheckWPType,_TcRuQNgkEeaLleG51tH3Eg,[WPType=Check_WPType]
Transition,propValveAOSetPressure4000,_8x6ZsNgkEeaLleG51tH3Eg,[propValve.AO_SetPressure=4000]
Transition,propValveAOSetPressure7000,_BJs5UNglEeaLleG51tH3Eg,[propValve.AO_SetPressure=7000]
Transition,stampingCylinderExtended,_MyKKMNglEeaLleG51tH3Eg,[stampingCylinder.Extended]
Transition,propValveAOSetPressure0,_T-agENgmEeaLleG51tH3Eg,[propValve.AO_SetPressure=0]
Transition,pressureSensorAICurrentPressure18000ANDWPTypeMetallic,_B8BfYPzKEeawFLjgVrnoPQ,[(pressureSensor.AI_CurrentPressure > 18000) AND WPType=Metallic]
Transition,pressureSensorAICurrentPressure4800ANDpressureSensorAICurrentPressure5200ANDNOTWPTypeMetallic,_Dm2CcPzKEeawFLjgVrnoPQ,[(pressureSensor.AI_CurrentPressure > 4800) AND (pressureSensor.AI_CurrentPressure < 5200) AND NOT WPType=Metallic]
Transition,TRUE,_uXyOQPzKEeawFLjgVrnoPQ,[TRUE]
Transition,TRUE,_ve4ZMPzKEeawFLjgVrnoPQ,[TRUE]
Pseudostate,PseudostateoPdicCSwEeapNbKUvR7Irw,_oPdicCSwEeapNbKUvR7Irw,
State,SlidingCylinderRetracting,_q9cysCSwEeapNbKUvR7Irw,SlidingCylinderRetracting
OpaqueBehavior,OpaqueBehaviorOfSlidingCylinderRetracting,_H4MDsCSxEeapNbKUvR7Irw,slidingCylinder.ACT_Retract()
Pseudostate,PseudostateTqMSICSxEeapNbKUvR7Irw,_TqMSICSxEeapNbKUvR7Irw,
State,Wait,_23hGECSyEeapNbKUvR7Irw,Wait
State,StampingCylinderRetracting,_A_bKMCSzEeapNbKUvR7Irw,StampingCylinderRetracting
OpaqueBehavior,OpaqueBehaviorOfStampingCylinderRetracting,_Ndje0CSzEeapNbKUvR7Irw,stampingCylinder.ACT_Retract()
State,SlindingCylinderExtending,_QvMOsCSzEeapNbKUvR7Irw,SlindingCylinderExtending
OpaqueBehavior,OpaqueBehaviorOfSlindingCylinderExtending,_XC954CSzEeapNbKUvR7Irw,slidingCylinder.ACT_Extend()
FinalState,FinalStatedIo3oCSzEeapNbKUvR7Irw,_dIo3oCSzEeapNbKUvR7Irw,
State,LightPressure,_OycgMDkiEea8uOUb4gQg2Q,LightPressure
OpaqueBehavior,OpaqueBehaviorOfLightPressure,_vTfwkDkiEea8uOUb4gQg2Q,propValve.AO_SetPressure:=4000
State,HeavyPressure,_RM038DkiEea8uOUb4gQg2Q,HeavyPressure
OpaqueBehavior,OpaqueBehaviorOfHeavyPressure,_7mvD0DkiEea8uOUb4gQg2Q,propValve.AO_SetPressure:=7000
State,Error,_Jk5uMDkrEeaKtZr8UL9QRw,Error
OpaqueBehavior,OpaqueBehaviorOfError,_gdi54DkrEeaKtZr8UL9QRw,Now(SoftwareEmergency)
Pseudostate,PseudostateoHAqADlJEeaLOdRX3QjWA,_oHAqADlJEeaLOdRX3Qj_WA,
State,WPStamped,_CUEncKdhEeaW3-nj19_RIA,WP_Stamped
OpaqueBehavior,OpaqueBehaviorOfWPStamped,_IcrkcKdhEeaW3-nj19_RIA,Set(WPStamped); Reset(IsStamping)
State,GetWPTypeFromCrane,_H8TrANgkEeaLleG51tH3Eg,Get_WPType_FromCrane
OpaqueBehavior,OpaqueBehaviorOfGetWPTypeFromCrane,_O7hf4NgkEeaLleG51tH3Eg,WPType:=Check_WPType
State,ExtendStapingCylinder,_tkks0NgkEeaLleG51tH3Eg,Extend_StapingCylinder
OpaqueBehavior,OpaqueBehaviorOfExtendStapingCylinder,_yYgV4NgkEeaLleG51tH3Eg,stampingCylinder.ACT_Extend()
State,ResetPressure,_ejF1MNglEeaLleG51tH3Eg,ResetPressure
OpaqueBehavior,OpaqueBehaviorOfResetPressure,_OaY20NgmEeaLleG51tH3Eg,propValve.AO_SetPressure:=0
Pseudostate,Pseudostatez3ktMPzJEeawFLjgVrnoPQ,_z3ktMPzJEeawFLjgVrnoPQ,
State,MetallicPressureOk,_-Yw0APzJEeawFLjgVrnoPQ,MetallicPressureOk
State,WhitePressureOk,_ABDAcPzKEeawFLjgVrnoPQ,WhitePressureOk
StateMachine,StampACTInit,_1PtpkCZZEea5gtzEBKdFTw,Stamp_ACT_Init
Transition,NOTInitCompleted,_LyQpcCZaEea5gtzEBKdFTw,[NOT InitCompleted]
Transition,stampingCylinderRetracted,_awQSwCZaEea5gtzEBKdFTw,[stampingCylinder.Retracted]
Transition,slidningCylinderExtended,_gguckCZaEea5gtzEBKdFTw,[slidningCylinder.Extended]
Transition,InitCompleted,_h7gRMDkhEea8uOUb4gQg2Q,[InitCompleted]
Pseudostate,Pseudostate7Prn8CZZEea5gtzEBKdFTw,_7Prn8CZZEea5gtzEBKdFTw,
State,RetractStampingCylinder,_9FQpgCZZEea5gtzEBKdFTw,RetractStampingCylinder
OpaqueBehavior,OpaqueBehaviorOfRetractStampingCylinder,_Gut3ECZaEea5gtzEBKdFTw,stampinCylinder.ACT_Retract()
State,ExtendSlidingCylinder,_NL6kACZaEea5gtzEBKdFTw,ExtendSlidingCylinder
OpaqueBehavior,OpaqueBehaviorOfExtendSlidingCylinder,_YQ-M4CZaEea5gtzEBKdFTw,slidingCylinder.ACT_Extend()
FinalState,FinalStatefbDN8CZaEea5gtzEBKdFTw,_fbDN8CZaEea5gtzEBKdFTw,
State,SetInitCompleted,_VuZbIDkhEea8uOUb4gQg2Q,SetInitCompleted
OpaqueBehavior,OpaqueBehaviorOfSetInitCompleted,_a2zfYDkhEea8uOUb4gQg2Q,Set(InitCompleted)
StateMachine,StampACTAutomaticExecute,_kAhmsGVEEeaSMugellPalg,Stamp_ACT_AutomaticExecute
Transition,NOTAutomaticExecuteCompleted,_xweIgGVEEeaSMugellPalg,[NOT AutomaticExecuteCompleted]
Transition,AutomaticExecuteCompleted,_IZNP8GVFEeaSMugellPalg,[AutomaticExecuteCompleted]
Transition,WPStamped,_JxLIcGVFEeaSMugellPalg,[WPStamped]
Transition,true,_x6CnkLe_EeaN5KNu953fkQ,[true]
Transition,IsStampingANDNOTWPStamped,_vL7k0NgnEeaLleG51tH3Eg,[IsStamping AND NOT WPStamped]
Transition,CheckAllowedToOperateANDafterT500ms,_CAMVENgoEeaLleG51tH3Eg,[Check_Allowed_To_Operate AND after(T#500ms)]
Transition,NOTWPAvailableDISwitchTrue,_sY-F8O0YEeaas4YgnJyohg,[NOT WPAvailable.DI_SwitchTrue]
Transition,CheckAllowedToOperateANDWPAvailableDISwitchTrue,_vhy4EO0YEeaas4YgnJyohg,[Check_Allowed_To_Operate AND WPAvailable.DI_SwitchTrue]
Pseudostate,Pseudostatev4y1MGVEEeaSMugellPalg,_v4y1MGVEEeaSMugellPalg,
State,StampWP,_2J3xsGVEEeaSMugellPalg,Stamp_WP
OpaqueBehavior,OpaqueBehaviorOfStampWP,_7eiJQGVEEeaSMugellPalg,ACT_Stamp()
State,SetAutomationExecute,_BXNM0GVFEeaSMugellPalg,SetAutomationExecute
OpaqueBehavior,OpaqueBehaviorOfSetAutomationExecute,_GlX60GVFEeaSMugellPalg,Set(AutomaticExecuteCompleted)
FinalState,FinalStateHn2EcGVFEeaSMugellPalg,_Hn2EcGVFEeaSMugellPalg,
State,Interstep,_cAj8INgnEeaLleG51tH3Eg,Interstep
State,PrepareStamp,_hRY8kNgnEeaLleG51tH3Eg,PrepareStamp
OpaqueBehavior,OpaqueBehaviorOfPrepareStamp,_qmsfENgnEeaLleG51tH3Eg,Reset(WPStamped); Set(IsStamping);
State,Dummy1,_keb4UO0YEeaas4YgnJyohg,Dummy1
State,Dummy2,_pMMA4O0YEeaas4YgnJyohg,Dummy2
StateMachine,StampACTEmergencyStop,_ax-HIEmSEeaPbYa44WUTPg,Stamp_ACT_EmergencyStop
Transition,NOTInitCompletedANDNOTAutomaticExecuteCompleted,_SUfvEEmTEeaPbYa44WUTPg,[NOT InitCompleted AND NOT AutomaticExecuteCompleted]
Transition,stampingCylinderRetracted,_Zf3JkEmTEeaPbYa44WUTPg,[stampingCylinder.Retracted]
Transition,TransitionbUz5AEmTEeaPbYa44WUTPg,_bUz5AEmTEeaPbYa44WUTPg,
Transition,EmergencyHandled,_cd67cGVFEeaSMugellPalg,[EmergencyHandled]
Transition,NOTWPStamped,_5yMzYGV9Eeab9L8V4_TyWg,[NOT WPStamped]
Transition,NOTEmergencyHandled,_lREgYKdiEeaW3-nj19_RIA,[NOT EmergencyHandled]
Transition,TransitionubqJANgoEeaLleG51tH3Eg,_ubqJANgoEeaLleG51tH3Eg,
Transition,slidingCylinderExtended,_BbFAYNgpEeaLleG51tH3Eg,[slidingCylinder.Extended]
Pseudostate,Pseudostate2XIFQEmSEeaPbYa44WUTPg,_2XIFQEmSEeaPbYa44WUTPg,
State,ExtendSlidingCylinder,_35yK0EmSEeaPbYa44WUTPg,ExtendSlidingCylinder
OpaqueBehavior,OpaqueBehaviorOfExtendSlidingCylinder,_CLx_EEmTEeaPbYa44WUTPg,monostableCylinder.ACT_Extend()
State,RetractStampingCylinder,_70ZmQEmSEeaPbYa44WUTPg,RetractStampingCylinder
OpaqueBehavior,OpaqueBehaviorOfRetractStampingCylinder,_Ej3QwEmTEeaPbYa44WUTPg,bistableCylinder.ACT_Retract()
FinalState,FinalStateXTGIEmTEeaPbYa44WUTPg,_XTG-IEmTEeaPbYa44WUTPg,
State,EmergencyHandled,_UrQ3cGVFEeaSMugellPalg,Emergency_Handled
OpaqueBehavior,OpaqueBehaviorOfEmergencyHandled,_YhSGwGVFEeaSMugellPalg,Now(EmergencyHandled)
State,ResetVariables,_H8NfMKdiEeaW3-nj19_RIA,ResetVariables
OpaqueBehavior,OpaqueBehaviorOfResetVariables,_Sl2XYKdiEeaW3-nj19_RIA,InitCompleted:=FALSE; AutomaticExecuteCompleted:=FALSE; IsStamping:=FALSE AND WPStamped:=FALSE; propValve.AO_SetPressure:=0; WPType:=NULL
StateMachine,StampStateMachine,_dEhQUNgjEeaLleG51tH3Eg,Stamp_StateMachine
Transition,TransitiontXRtINgjEeaLleG51tH3Eg,_tXRtINgjEeaLleG51tH3Eg,
Transition,Transitionu3BBkNgjEeaLleG51tH3Eg,_u3BBkNgjEeaLleG51tH3Eg,
Pseudostate,Pseudostatefwz4NgjEeaLleG51tH3Eg,_f-wz4NgjEeaLleG51tH3Eg,
State,State,_gdmE8NgjEeaLleG51tH3Eg,State
OpaqueBehavior,OpaqueBehaviorOfState,_rKtu8NgjEeaLleG51tH3Eg,Panel(); StartButton:=panel.StartButton; EmergencyStop:=panel.EmergencyStop; Check_Allowed_To_Operate := Main.Crane_Allow_Stamp_to_Operate; Check_WPType:=Main.Crane_WPType;
FinalState,FinalStatet30OYNgjEeaLleG51tH3Eg,_t30OYNgjEeaLleG51tH3Eg,
Operation,ACTStamp,_101JsBHdEeaIeI6F5gdpJg,ACT_Stamp
Operation,ACTInit,_z8WlIBHdEeaIeI6F5gdpJg,ACT_Init
Operation,ACTAutomaticExecute,_WBWCAGRzEeaP7aiWefDRgg,ACT_AutomaticExecute
Operation,ACTEmergencyStop,_cXOqMEmREeaPbYa44WUTPg,ACT_EmergencyStop
Class,BistableCylinder,_sUsSYBHsEeaIeI6F5gdpJg,BistableCylinder
Property,DIExtended,_QBWjACb9EeaCDM79dIZItg,DI_Extended
Property,DIRetracted,_TtwjUCb9EeaCDM79dIZItg,DI_Retracted
Property,DOExtend,_HDPYgCb9EeaCDM79dIZItg,DO_Extend
Property,DORetract,_J5740Cb9EeaCDM79dIZItg,DO_Retract
Property,Extended,_ixEtwNjDEeaI3IcGROryBQ,Extended
Property,Retracted,_lC8CsNjDEeaI3IcGROryBQ,Retracted
StateMachine,BistableCylinderACTRetract,_4UTrECadEeaCBchfDALz2Q,BistableCylinder_ACT_Retract
Transition,NOTRetracted,_LU7cUCaeEeaCBchfDALz2Q,[NOT Retracted]
Transition,DIRetracted,_MaL0MCaeEeaCBchfDALz2Q,[DI_Retracted]
Transition,Retracted,_dVRW8NjEEearF4L_ZOOfww,[Retracted]
State,Retract,_AObB8CaeEeaCBchfDALz2Q,Retract
OpaqueBehavior,OpaqueBehaviorOfRetract,_EHaswCaeEeaCBchfDALz2Q,Reset(DO_Extend); Set(DO_Retract);
Pseudostate,PseudostateKN47wCaeEeaCBchfDALz2Q,_KN47wCaeEeaCBchfDALz2Q,
FinalState,FinalStateK0qA0CaeEeaCBchfDALz2Q,_K0qA0CaeEeaCBchfDALz2Q,
State,SetRetracted,_Wfys4NjEEearF4L_ZOOfww,SetRetracted
OpaqueBehavior,OpaqueBehaviorOfSetRetracted,_ZQWI8NjEEearF4L_ZOOfww,Now(Retracted)
StateMachine,BistableCylinderACTExtend,_bOyQ8CaeEeaCBchfDALz2Q,BistableCylinder_ACT_Extend
Transition,NOTExtended,_nCw1UCaeEeaCBchfDALz2Q,[NOT Extended]
Transition,DIExtended,_oyYY0CaeEeaCBchfDALz2Q,[DI_Extended]
Transition,Extended,_1XgA4NjEEearF4L_ZOOfww,[Extended]
Pseudostate,PseudostateefksQCaeEeaCBchfDALz2Q,_efksQCaeEeaCBchfDALz2Q,
State,Extend,_fKdcUCaeEeaCBchfDALz2Q,Extend
OpaqueBehavior,OpaqueBehaviorOfExtend,_l6JAYCaeEeaCBchfDALz2Q,Set(DO_Extend); Reset(DO_Retract);
FinalState,FinalStatemZVd0CaeEeaCBchfDALz2Q,_mZVd0CaeEeaCBchfDALz2Q,
State,SetExtended,_vdMloNjEEearF4L_ZOOfww,SetExtended
OpaqueBehavior,OpaqueBehaviorOfSetExtended,_xnwYsNjEEearF4L_ZOOfww,Now(Extended)
Operation,ACTExtend,_2Kc2kBHsEeaIeI6F5gdpJg,ACT_Extend
Operation,ACTRetract,_322uABHsEeaIeI6F5gdpJg,ACT_Retract
Class,MonostableCylinder,_EXgWsBHjEeaIeI6F5gdpJg,MonostableCylinder
Property,DIExtended,_O-UnkxHnEeaIeI6F5gdpJg,DI_Extended
Property,DIRetracted,_U-YFgxHnEeaIeI6F5gdpJg,DI_Retracted
Property,DOExtend,_ZjgEICb8EeaCDM79dIZItg,DO_Extend
Property,Extended,_yTha4Ni2EeaI3IcGROryBQ,Extended
Property,Retracted,_0owM4Ni2EeaI3IcGROryBQ,Retracted
StateMachine,MonostableCylinderACTRetract,_GswCMCacEeaCBchfDALz2Q,MonostableCylinder_ACT_Retract
Transition,NOTRetracted,_v3-NYCacEeaCBchfDALz2Q,[NOT Retracted]
Transition,DIRetracted,_x3bjsCacEeaCBchfDALz2Q,[DI_Retracted]
Transition,Retracted,_XcRt0NjFEearF4L_ZOOfww,[Retracted]
Pseudostate,PseudostateP7C9wCacEeaCBchfDALz2Q,_P7C9wCacEeaCBchfDALz2Q,
State,Retract,_UCy2QCacEeaCBchfDALz2Q,Retract
OpaqueBehavior,OpaqueBehaviorOfRetract,_ZIwDcCacEeaCBchfDALz2Q,Reset(DO_Extend)
FinalState,FinalStateZ7OpQCacEeaCBchfDALz2Q,_Z7OpQCacEeaCBchfDALz2Q,
State,SetRetracted,_RBnXgNjFEearF4L_ZOOfww,SetRetracted
OpaqueBehavior,OpaqueBehaviorOfSetRetracted,_TT90oNjFEearF4L_ZOOfww,Now(Retracted)
StateMachine,MonostableCylinderACTExtend,__gCucCacEeaCBchfDALz2Q,MonostableCylinder_ACT_Extend
Transition,true,_hi5v0CadEeaCBchfDALz2Q,[true]
Transition,DIExtended,_i-07QCadEeaCBchfDALz2Q,[DI_Extended]
Transition,Extended,_nGarcNjFEearF4L_ZOOfww,[Extended]
Pseudostate,PseudostateFjqdwCadEeaCBchfDALz2Q,_FjqdwCadEeaCBchfDALz2Q,
State,Extend,_GpYvsCadEeaCBchfDALz2Q,Extend
OpaqueBehavior,OpaqueBehaviorOfExtend,_LFrU0CadEeaCBchfDALz2Q,Set(DO_Extend)
State,SetExtended,_e37AANjFEearF4L_ZOOfww,SetExtended
OpaqueBehavior,OpaqueBehaviorOfSetExtended,_g_z5kNjFEearF4L_ZOOfww,Now(Extended)
FinalState,FinalStatemEQq4NjFEearF4LZOOfww,_mEQq4NjFEearF4L_ZOOfww,
Operation,ACTRetract,_JOyOsBHjEeaIeI6F5gdpJg,ACT_Retract
Operation,ACTExtend,_Kkut8BHjEeaIeI6F5gdpJg,ACT_Extend
Class,MicroSwitch,_9hhg4BHjEeaIeI6F5gdpJg,MicroSwitch
Property,DISwitchTrue,_xvcoAH5iEeaf0bAzsfqfCg,DI_SwitchTrue
Class,ReedSwitch,_pvrmsBHmEeaIeI6F5gdpJg,ReedSwitch
Property,DIValue,_vJXBIBHmEeaIeI6F5gdpJg,DI_Value
Class,VacuumSwitch,_CQbpkBHwEeaIeI6F5gdpJg,VacuumSwitch
Property,DITakenIn,_JPvlEBHwEeaIeI6F5gdpJg,DI_TakenIn
Class,InductiveSensor,_0cfZkBHkEeaIeI6F5gdpJg,InductiveSensor
Property,DIWPMetallic,_6nGhsBHkEeaIeI6F5gdpJg,DI_WPMetallic
Class,OpticalSensor,_N2lOUBHlEeaIeI6F5gdpJg,OpticalSensor
Property,DIWPLight,_VqhEsBHlEeaIeI6F5gdpJg,DI_WPLight
Class,PresenceSensor,_Fco7UBH6EeaIeI6F5gdpJg,PresenceSensor
Property,DIWPDetected,_L3SGkCcOEeaCDM79dIZItg,DI_WPDetected
Class,PressureSensor,_EWnsQBHrEeaIeI6F5gdpJg,PressureSensor
Property,AICurrentPressure,_NzUQMBHrEeaIeI6F5gdpJg,AI_CurrentPressure
Class,VacuumGripper,_ULOtIBHuEeaIeI6F5gdpJg,VacuumGripper
Property,vacuumSwitch,_n73UIxHwEeaIeI6F5gdpJg,vacuumSwitch
Property,valve,_t5S74xHwEeaIeI6F5gdpJg,valve
Property,Intaken,_PpI0kNi4EeaI3IcGROryBQ,Intaken
Property,Released,_RaZW0Ni4EeaI3IcGROryBQ,Released
StateMachine,VacuumGripperACTIntake,_AaJ7YCafEeaCBchfDALz2Q,VacuumGripper_ACT_Intake
Transition,NOTIntaken,_QRr0wCafEeaCBchfDALz2Q,[NOT Intaken]
Transition,vacuumSwitchDITakenIn,_R-QrUCafEeaCBchfDALz2Q,[vacuumSwitch.DI_TakenIn]
Transition,Intaken,_3JgngNi4EeaI3IcGROryBQ,[Intaken]
Pseudostate,PseudostateHKCTwCafEeaCBchfDALz2Q,_HKCTwCafEeaCBchfDALz2Q,
State,Intaking,_IEoTwCafEeaCBchfDALz2Q,Intaking
OpaqueBehavior,OpaqueBehaviorOfIntaking,_N5hqkCafEeaCBchfDALz2Q,valve.ACT_TurnVacuumOn()
FinalState,FinalStateOnVy0CafEeaCBchfDALz2Q,_OnVy0CafEeaCBchfDALz2Q,
State,SetWPTakenIn,_tgyZwNi4EeaI3IcGROryBQ,SetWPTakenIn
OpaqueBehavior,OpaqueBehaviorOfSetWPTakenIn,_xVezYNi4EeaI3IcGROryBQ,Now(Intaken)
StateMachine,VacuumGripperACTRelease,_XCcW4CafEeaCBchfDALz2Q,VacuumGripper_ACT_Release
Transition,NOTReleased,_n_yBwCafEeaCBchfDALz2Q,[NOT Released]
Transition,notVacuumSwitchDITakenIn,_pivpUCafEeaCBchfDALz2Q,[not VacuumSwitch.DI_TakenIn]
Transition,Released,_bFGsINi5EeaI3IcGROryBQ,[Released]
Pseudostate,PseudostateaoNjsCafEeaCBchfDALz2Q,_aoNjsCafEeaCBchfDALz2Q,
State,Release,_bLjhUCafEeaCBchfDALz2Q,Release
OpaqueBehavior,OpaqueBehaviorOfRelease,_mawksCafEeaCBchfDALz2Q,valve.ACT_TurnVacuumOff()
FinalState,FinalStatenBYf0CafEeaCBchfDALz2Q,_nBYf0CafEeaCBchfDALz2Q,
