var_name,value,seq,t0_ns,t_receive_ns,mapped_name,t_req0_ns,t_resp_ns,http_status
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,139,1772212195173764200,1772212145717057100,stackslidingCylinderExtend,1772212145717057100,1772212145736590300,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,143,1772212195233769000,1772212145779205700,stackslidingCylinderRetracted,1772212145779205700,1772212145785649700,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,166,1772212195453350100,1772212145997078700,stackslidingCylinderExtended,1772212145998078000,1772212146004299000,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,168,1772212195463350100,1772212146006830100,craneMotorTurnClockwise,1772212146007281500,1772212146021619800,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,170,1772212195463350100,1772212146023718600,stackslidingCylinderExtend,1772212146023718600,1772212146029610800,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,182,1772212195553355000,1772212146097924600,stackslidingCylinderExtended,1772212146098923800,1772212146104454900,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,202,1772212195673351500,1772212146217550200,cranePresenceSensorAtConveyorWPDetected,1772212146218066600,1772212146224721600,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,216,1772212195753352300,1772212146297729500,stackslidingCylinderRetracted,1772212146298732200,1772212146306888500,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,True,495,1772212197602882600,1772212148146584500,cranePresenceSensorAtStackWPDetected,1772212148147158000,1772212148155416600,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,497,1772212197612883000,1772212148156471800,craneMotorTurnClockwise,1772212148157481500,1772212148165047800,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,503,1772212197652817800,1772212148196593900,craneMonostableCylinderExtend,1772212148196593900,1772212148204624600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,523,1772212197922816800,1772212148466874400,craneMonostableCylinderRetracted,1772212148467379400,1772212148474925300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,564,1772212198442815300,1772212148986876000,craneMonostableCylinderExtended,1772212148987381700,1772212149002894200,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,631,1772212199202506500,1772212149747128600,craneVacuumGripperTakenIn,1772212149747128600,1772212149763222800,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,656,1772212199483505700,1772212150028527800,craneMonostableCylinderExtend,1772212150028527800,1772212150043397100,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,672,1772212199602506100,1772212150147510000,craneMonostableCylinderExtended,1772212150147510000,1772212150154688700,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,702,1772212199923508900,1772212150467340500,craneMonostableCylinderRetracted,1772212150468241600,1772212150483052900,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,True,706,1772212199953509600,1772212150497626000,craneMotorTurnCounterclockwise,1772212150497626000,1772212150504544700,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,733,1772212200153312600,1772212150696953900,cranePresenceSensorAtStackWPDetected,1772212150696953900,1772212150704961100,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,833,1772212200812957200,1772212151356832400,stackslidingCylinderExtend,1772212151356832400,1772212151371829600,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,848,1772212200882959000,1772212151427148700,stackslidingCylinderRetracted,1772212151427148700,1772212151435262500,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,884,1772212201102956800,1772212151647831800,stackslidingCylinderExtended,1772212151647831800,1772212151653860800,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,887,1772212201112959200,1772212151657056200,stackslidingCylinderExtend,1772212151657056200,1772212151664085300,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,904,1772212201202960700,1772212151747021100,stackslidingCylinderExtended,1772212151747021100,1772212151754517100,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,934,1772212201402960100,1772212151947238200,stackslidingCylinderRetracted,1772212151947238200,1772212151954509000,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1033,1772212202043615800,1772212152586560900,cranePresenceSensorAtConveyorWPDetected,1772212152588085200,1772212152594953700,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,1065,1772212202242614400,1772212152785901900,cranePresenceSensorAtConveyorWPDetected,1772212152786908100,1772212152792488300,204
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,True,1333,1772212203992089800,1772212154536042600,cranePresenceSensorAtStampWPDetected,1772212154536042600,1772212154543599300,204
