var_name,value,seq,t0_ns,t_receive_ns,mapped_name,t_req0_ns,t_resp_ns,http_status
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,142,1772212649938933400,1772212600493213000,stackslidingCylinderExtend,1772212600493213000,1772212600507588800,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,146,1772212649998937700,1772212600553508200,stackslidingCylinderRetracted,1772212600554513100,1772212600560654100,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,175,1772212650218938000,1772212600774070500,stackslidingCylinderExtended,1772212600774070500,1772212600782258600,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,176,1772212650228942700,1772212600784354500,craneMotorTurnClockwise,1772212600784354500,1772212600790568700,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,178,1772212650228942700,1772212600790568700,stackslidingCylinderExtend,1772212600790568700,1772212600796962500,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,192,1772212650319110600,1772212600875435100,stackslidingCylinderExtended,1772212600875435100,1772212600881062500,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,209,1772212650439244100,1772212600994066300,cranePresenceSensorAtConveyorWPDetected,1772212600994066300,1772212601000774400,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,223,1772212650519244500,1772212601073931000,stackslidingCylinderRetracted,1772212601074458700,1772212601080454900,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,True,490,1772212652389376500,1772212602944482400,cranePresenceSensorAtStackWPDetected,1772212602944482400,1772212602952173000,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,492,1772212652399381100,1772212602953865100,craneMotorTurnClockwise,1772212602955371800,1772212602970122600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,500,1772212652439373900,1772212602994157300,craneMonostableCylinderExtend,1772212602994157300,1772212603000725100,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,516,1772212652709374500,1772212603264350500,craneMonostableCylinderRetracted,1772212603264350500,1772212603270371200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,563,1772212653229560200,1772212603786648200,craneMonostableCylinderExtended,1772212603786648200,1772212603794736500,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,632,1772212653988273700,1772212604543163600,craneVacuumGripperTakenIn,1772212604543163600,1772212604549765300,204
