var_name,value,seq,t0_ns,t_receive_ns,mapped_name,t_req0_ns,t_resp_ns,http_status
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,141,1772210287920469500,1772210238419235600,stackslidingCylinderExtend,1772210238419235600,1772210238442190100,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,149,1772210287980470900,1772210238480450800,stackslidingCylinderRetracted,1772210238480450800,1772210238489169200,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,175,1772210288200469800,1772210238699169600,stackslidingCylinderExtended,1772210238699169600,1772210238708274900,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,176,1772210288210469500,1772210238708780500,craneMotorTurnClockwise,1772210238708780500,1772210238718033800,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,178,1772210288210469500,1772210238719043100,stackslidingCylinderExtend,1772210238719043100,1772210238729415200,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,194,1772210288300473500,1772210238799667800,stackslidingCylinderExtended,1772210238799667800,1772210238809001900,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,216,1772210288420474900,1772210238918779900,cranePresenceSensorAtConveyorWPDetected,1772210238919783900,1772210238928096200,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,230,1772210288500470100,1772210238998357400,stackslidingCylinderRetracted,1772210238999367300,1772210239008192800,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,True,515,1772210290410275100,1772210240909184200,cranePresenceSensorAtStackWPDetected,1772210240909184200,1772210240919077700,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,517,1772210290420275200,1772210240921257400,craneMotorTurnClockwise,1772210240921833300,1772210240930750100,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,525,1772210290460274600,1772210240959101400,craneMonostableCylinderExtend,1772210240959101400,1772210240967009200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,547,1772210290740385900,1772210241240179800,craneMonostableCylinderRetracted,1772210241241187600,1772210241250065600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,579,1772210291260936300,1772210241759785400,craneMonostableCylinderExtended,1772210241759785400,1772210241776862600,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,652,1772210292010240500,1772210242509095400,craneVacuumGripperTakenIn,1772210242509095400,1772210242516803000,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,680,1772210292289246600,1772210242786788900,craneMonostableCylinderExtend,1772210242788296100,1772210242796224200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,690,1772210292409238500,1772210242906279700,craneMonostableCylinderExtended,1772210242907786100,1772210242916211200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,727,1772210292719243700,1772210243218025800,craneMonostableCylinderRetracted,1772210243218025800,1772210243225629000,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,True,732,1772210292759241000,1772210243258276900,craneMotorTurnCounterclockwise,1772210243259283600,1772210243267499300,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,757,1772210292929238700,1772210243426971900,cranePresenceSensorAtStackWPDetected,1772210243427972900,1772210243436705500,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,859,1772210293619990600,1772210244118959900,stackslidingCylinderExtend,1772210244118959900,1772210244136168300,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,871,1772210293689991200,1772210244189328900,stackslidingCylinderRetracted,1772210244189328900,1772210244197924800,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,908,1772210293909991100,1772210244409661900,stackslidingCylinderExtended,1772210244409661900,1772210244426908800,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,910,1772210293919989600,1772210244426908800,stackslidingCylinderExtend,1772210244427909000,1772210244436106200,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,925,1772210294009991700,1772210244508650600,stackslidingCylinderExtended,1772210244508650600,1772210244517238900,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,956,1772210294209995800,1772210244709483500,stackslidingCylinderRetracted,1772210244709483500,1772210244717294300,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1053,1772210294879950700,1772210245378380500,cranePresenceSensorAtConveyorWPDetected,1772210245378380500,1772210245395299000,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,1088,1772210295079950700,1772210245578815400,cranePresenceSensorAtConveyorWPDetected,1772210245578815400,1772210245587108000,204
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,True,1342,1772210296849657300,1772210247348196900,cranePresenceSensorAtStampWPDetected,1772210247349208500,1772210247356871100,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,1344,1772210296859659400,1772210247358378600,craneMotorTurnCounterclockwise,1772210247358378600,1772210247366240900,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,1351,1772210296899658100,1772210247398283100,craneMonostableCylinderExtend,1772210247398283100,1772210247406887100,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,1373,1772210297189657200,1772210247688478500,craneMonostableCylinderRetracted,1772210247689021800,1772210247696150200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,1398,1772210297689425100,1772210248187376200,craneMonostableCylinderExtended,1772210248187881400,1772210248195058800,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,1405,1772210297769426900,1772210248268113200,craneVacuumGripperTakenIn,1772210248268113200,1772210248276183000,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,1410,1772210297819428700,1772210248317924700,craneMonostableCylinderExtend,1772210248317924700,1772210248330603300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,1423,1772210297939431100,1772210248438110700,craneMonostableCylinderExtended,1772210248438110700,1772210248455464100,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,False,1436,1772210298069431100,1772210248569867300,stampslidingCylinderExtend,1772210248569867300,1772210248577998000,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,True,1437,1772210298070434100,1772210248577998000,stampslidingCylinderRetract,1772210248577998000,1772210248587297900,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,1446,1772210298249431300,1772210248748389000,craneMonostableCylinderRetracted,1772210248748389000,1772210248758036800,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,False,1450,1772210298260431800,1772210248760150100,stampslidingCylinderExtended,1772210248760150100,1772210248771402300,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,True,1494,1772210298818908400,1772210249317100800,stampslidingCylinderRetracted,1772210249317100800,1772210249327165100,204
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,True,1496,1772210298818908400,1772210249328677700,stampstampingCylinderExtend,1772210249328677700,1772210249345091500,204
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,False,1609,1772210300329705500,1772210250827928400,stampstampingCylinderExtend,1772210250827928400,1772210250835801400,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,True,1610,1772210300339704100,1772210250838312100,stampslidingCylinderExtend,1772210250838312100,1772210250854704100,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,False,1611,1772210300339704100,1772210250855714400,stampslidingCylinderRetract,1772210250855714400,1772210250872797500,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,False,1621,1772210300449707400,1772210250948242000,stampslidingCylinderRetracted,1772210250948782800,1772210250957060800,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,True,1648,1772210300969706600,1772210251468259400,stampslidingCylinderExtended,1772210251468259400,1772210251478420300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,1650,1772210301049703900,1772210251548452400,craneMonostableCylinderExtend,1772210251548452400,1772210251566050600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,1673,1772210301309702300,1772210251808678700,craneMonostableCylinderRetracted,1772210251808678700,1772210251817106400,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,1711,1772210301829573600,1772210252328274000,craneMonostableCylinderExtended,1772210252328274000,1772210252342636000,204
