var_name,value,seq,t0_ns,t_receive_ns,mapped_name,t_req0_ns,t_resp_ns,http_status
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,145,1772211596554239700,1772211547083816100,stackslidingCylinderExtend,1772211547083816100,1772211547118616600,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,150,1772211596624240700,1772211547155350100,stackslidingCylinderRetracted,1772211547155875800,1772211547166405600,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,174,1772211596854242500,1772211547383119500,craneMotorTurnClockwise,1772211547383119500,1772211547402006200,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,176,1772211596854242500,1772211547403020500,stackslidingCylinderExtended,1772211547403020500,1772211547410798500,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,178,1772211596864243500,1772211547412313600,stackslidingCylinderExtend,1772211547412313600,1772211547420712300,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,193,1772211596954240600,1772211547484215800,stackslidingCylinderExtended,1772211547485219800,1772211547493279800,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,208,1772211597054244000,1772211547583652900,cranePresenceSensorAtConveyorWPDetected,1772211547583652900,1772211547593719100,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,226,1772211597154243800,1772211547684823500,stackslidingCylinderRetracted,1772211547684823500,1772211547693666000,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,True,483,1772211598994339700,1772211549524385400,cranePresenceSensorAtStackWPDetected,1772211549524385400,1772211549532536600,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,485,1772211599004344500,1772211549535055800,craneMotorTurnClockwise,1772211549535055800,1772211549542246800,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,491,1772211599044337300,1772211549573278600,craneMonostableCylinderExtend,1772211549574283300,1772211549582256400,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,513,1772211599324580800,1772211549853760800,craneMonostableCylinderRetracted,1772211549853760800,1772211549862493200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,545,1772211599844582800,1772211550374567100,craneMonostableCylinderExtended,1772211550375549400,1772211550384143400,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,616,1772211600603579600,1772211551133864100,craneVacuumGripperTakenIn,1772211551133864100,1772211551141639600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,638,1772211600874216400,1772211551404015600,craneMonostableCylinderExtend,1772211551404015600,1772211551412741500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,648,1772211600994223200,1772211551524365700,craneMonostableCylinderExtended,1772211551524365700,1772211551533554900,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,686,1772211601314221300,1772211551843948100,craneMonostableCylinderRetracted,1772211551843948100,1772211551860913500,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,True,690,1772211601344214400,1772211551873351900,craneMotorTurnCounterclockwise,1772211551873351900,1772211551881756700,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,717,1772211601543888100,1772211552073562500,cranePresenceSensorAtStackWPDetected,1772211552074228400,1772211552082019000,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,815,1772211602204355700,1772211552734242300,stackslidingCylinderExtend,1772211552734242300,1772211552743941300,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,825,1772211602274356100,1772211552805524400,stackslidingCylinderRetracted,1772211552805524400,1772211552822424100,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,864,1772211602494352300,1772211553024190500,stackslidingCylinderExtended,1772211553024190500,1772211553032921900,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,867,1772211602504353200,1772211553033917700,stackslidingCylinderExtend,1772211553033917700,1772211553051092000,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,883,1772211602594353300,1772211553124818000,stackslidingCylinderExtended,1772211553124818000,1772211553133310100,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,916,1772211602794352200,1772211553323936000,stackslidingCylinderRetracted,1772211553323936000,1772211553341847500,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1011,1772211603424069800,1772211553953741400,cranePresenceSensorAtConveyorWPDetected,1772211553953741400,1772211553960716600,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,1041,1772211603624059200,1772211554153317700,cranePresenceSensorAtConveyorWPDetected,1772211554153317700,1772211554160755000,204
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,True,1312,1772211605363731100,1772211555892937500,cranePresenceSensorAtStampWPDetected,1772211555892937500,1772211555900534500,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,1315,1772211605373733300,1772211555902734700,craneMotorTurnCounterclockwise,1772211555903740300,1772211555910936300,204
