var_name,value,seq,t0_ns,t_receive_ns,mapped_name,t_req0_ns,t_resp_ns,http_status
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,141,1772211271013403200,1772211221534579600,stackslidingCylinderExtend,1772211221535580400,1772211221552825800,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,148,1772211271093404500,1772211221615470000,stackslidingCylinderRetracted,1772211221615470000,1772211221621164100,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,172,1772211271303410900,1772211221826132200,stackslidingCylinderExtended,1772211221826132200,1772211221832463700,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,175,1772211271313410900,1772211221834468900,stackslidingCylinderExtend,1772211221834468900,1772211221840964300,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,176,1772211271323403800,1772211221844305500,craneMotorTurnClockwise,1772211221844305500,1772211221859895800,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,188,1772211271403405600,1772211221924972000,stackslidingCylinderExtended,1772211221925975000,1772211221940555800,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,207,1772211271523285400,1772211222045499900,cranePresenceSensorAtConveyorWPDetected,1772211222046509700,1772211222052616200,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,222,1772211271603286200,1772211222125160900,stackslidingCylinderRetracted,1772211222125160900,1772211222140009700,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,True,482,1772211273452495800,1772211223974804600,cranePresenceSensorAtStackWPDetected,1772211223974804600,1772211223979317900,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,484,1772211273462976100,1772211223985719900,craneMotorTurnClockwise,1772211223985719900,1772211223991259600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,488,1772211273503105800,1772211224024606800,craneMonostableCylinderExtend,1772211224025607000,1772211224031604600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,513,1772211273773108000,1772211224296151500,craneMonostableCylinderRetracted,1772211224296151500,1772211224302401900,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,545,1772211274302852000,1772211224824396400,craneMonostableCylinderExtended,1772211224824396400,1772211224833768400,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,609,1772211275042572600,1772211225564791800,craneVacuumGripperTakenIn,1772211225566296900,1772211225574670500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,633,1772211275332573300,1772211225855082900,craneMonostableCylinderExtend,1772211225855082900,1772211225863267300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,644,1772211275452572700,1772211225974752000,craneMonostableCylinderExtended,1772211225974752000,1772211225984330600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,677,1772211275762571300,1772211226284407700,craneMonostableCylinderRetracted,1772211226284407700,1772211226290037500,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,True,680,1772211275802573200,1772211226324702600,craneMotorTurnCounterclockwise,1772211226324702600,1772211226330373000,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,710,1772211275992573700,1772211226514284600,cranePresenceSensorAtStackWPDetected,1772211226514284600,1772211226521496800,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,811,1772211276653089800,1772211227175423400,stackslidingCylinderExtend,1772211227175423400,1772211227182811900,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,820,1772211276723089400,1772211227244623800,stackslidingCylinderRetracted,1772211227244623800,1772211227253293000,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,853,1772211276943089400,1772211227465269200,stackslidingCylinderExtended,1772211227465269200,1772211227481219000,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,856,1772211276953085200,1772211227482227800,stackslidingCylinderExtend,1772211227482227800,1772211227491312800,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,872,1772211277043087300,1772211227565979700,stackslidingCylinderExtended,1772211227565979700,1772211227575752000,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,906,1772211277243084300,1772211227765808400,stackslidingCylinderRetracted,1772211227765808400,1772211227781736000,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1000,1772211277882854000,1772211228404316200,cranePresenceSensorAtConveyorWPDetected,1772211228404316200,1772211228410907100,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,1032,1772211278082856900,1772211228605034600,cranePresenceSensorAtConveyorWPDetected,1772211228605034600,1772211228611567200,204
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,True,1287,1772211279842346400,1772211230364202300,cranePresenceSensorAtStampWPDetected,1772211230364202300,1772211230372870300,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,1289,1772211279852345800,1772211230373879100,craneMotorTurnCounterclockwise,1772211230373879100,1772211230390533800,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,1295,1772211279892358800,1772211230415232700,craneMonostableCylinderExtend,1772211230415232700,1772211230422922600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,1309,1772211280162352200,1772211230684626600,craneMonostableCylinderRetracted,1772211230684626600,1772211230702516300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,1348,1772211280682728100,1772211231205862100,craneMonostableCylinderExtended,1772211231205862100,1772211231220072600,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,1358,1772211280752731400,1772211231274682600,craneVacuumGripperTakenIn,1772211231274682600,1772211231292231600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,1364,1772211280812727900,1772211231334845400,craneMonostableCylinderExtend,1772211231335350800,1772211231343049300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,1380,1772211280932728500,1772211231454340400,craneMonostableCylinderExtended,1772211231454340400,1772211231461973700,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,False,1390,1772211281062728600,1772211231585223300,stampslidingCylinderExtend,1772211231585223300,1772211231593129100,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,True,1391,1772211281062728600,1772211231593129100,stampslidingCylinderRetract,1772211231594297800,1772211231601264600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,1396,1772211281242729700,1772211231764433900,craneMonostableCylinderRetracted,1772211231765610300,1772211231776928700,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,False,1401,1772211281252727200,1772211231779065000,stampslidingCylinderExtended,1772211231779065000,1772211231799256900,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,True,1443,1772211281812316600,1772211232333709800,stampslidingCylinderRetracted,1772211232334707600,1772211232344149100,204
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,True,1445,1772211281812316600,1772211232344149100,stampstampingCylinderExtend,1772211232344149100,1772211232352743000,204
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,False,1544,1772211283331937800,1772211233854847500,stampstampingCylinderExtend,1772211233854847500,1772211233862683600,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,True,1546,1772211283332938000,1772211233864194300,stampslidingCylinderExtend,1772211233864194300,1772211233871465900,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,False,1547,1772211283332938000,1772211233872474500,stampslidingCylinderRetract,1772211233872474500,1772211233880596200,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,False,1555,1772211283442938500,1772211233965546800,stampslidingCylinderRetracted,1772211233965546800,1772211233982145800,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,True,1593,1772211283961673400,1772211234483534300,stampslidingCylinderExtended,1772211234483534300,1772211234492191000,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,1598,1772211284041673500,1772211234563248400,craneMonostableCylinderExtend,1772211234563248400,1772211234580791700,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,1627,1772211284301449800,1772211234823719500,craneMonostableCylinderRetracted,1772211234823719500,1772211234832820000,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,1656,1772211284821451100,1772211235343929800,craneMonostableCylinderExtended,1772211235343929800,1772211235359522700,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,1697,1772211285571449600,1772211236093142600,craneVacuumGripperTakenIn,1772211236093142600,1772211236101762600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,1709,1772211285862128000,1772211236384251300,craneMonostableCylinderExtend,1772211236384251300,1772211236393429100,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,1722,1772211285982122200,1772211236503427100,craneMonostableCylinderExtended,1772211236503427100,1772211236514116500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,1748,1772211286282127900,1772211236804138700,craneMonostableCylinderRetracted,1772211236804138700,1772211236822792700,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,1753,1772211286322127600,1772211236844706900,craneMotorTurnClockwise,1772211236844706900,1772211236854279100,204
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,False,1772,1772211286492125200,1772211237013272300,cranePresenceSensorAtStampWPDetected,1772211237013272300,1772211237023397000,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,2030,1772211288221797200,1772211238745049900,cranePresenceSensorAtConveyorWPDetected,1772211238745600100,1772211238762116600,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,2032,1772211288231798000,1772211238762116600,craneMotorTurnClockwise,1772211238762116600,1772211238771725300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,2041,1772211288271798500,1772211238794040100,craneMonostableCylinderExtend,1772211238795045500,1772211238803838200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,2066,1772211288551090400,1772211239074191100,craneMonostableCylinderRetracted,1772211239074191100,1772211239081463500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,2104,1772211289051089600,1772211239573931000,craneMonostableCylinderExtended,1772211239573931000,1772211239581454100,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,2112,1772211289111090100,1772211239633763100,craneVacuumGripperTakenIn,1772211239633763100,1772211239644078100,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,2121,1772211289181089000,1772211239703008300,craneMonostableCylinderExtend,1772211239703008300,1772211239710641200,204
MAIN.m_container.m_LSC.Motor.DO_TurnClockwise,True,2123,1772211289200842200,1772211239723506400,LSCMotorTurnClockwise,1772211239723506400,1772211239731730000,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,2138,1772211289300844600,1772211239822697600,craneMonostableCylinderExtended,1772211239823704300,1772211239839397900,204
