var_name,value,seq,t0_ns,t_receive_ns,mapped_name,t_req0_ns,t_resp_ns,http_status
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,143,1772210614021298100,1772210564527709500,stackslidingCylinderExtend,1772210564527709500,1772210564551238000,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,153,1772210614091298000,1772210564598489900,stackslidingCylinderRetracted,1772210564598489900,1772210564605221600,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,178,1772210614311303500,1772210564819585200,stackslidingCylinderExtended,1772210564819585200,1772210564826694800,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,180,1772210614321298500,1772210564828423300,stackslidingCylinderExtend,1772210564829428700,1772210564836497700,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,181,1772210614331300500,1772210564837504700,craneMotorTurnClockwise,1772210564837504700,1772210564846272800,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,193,1772210614411300900,1772210564918005800,stackslidingCylinderExtended,1772210564918005800,1772210564934267000,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,209,1772210614531302900,1772210565037475200,cranePresenceSensorAtConveyorWPDetected,1772210565038458700,1772210565046266100,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,222,1772210614611297800,1772210565116985000,stackslidingCylinderRetracted,1772210565116985000,1772210565125115200,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,True,489,1772210616491615000,1772210566997166600,cranePresenceSensorAtStackWPDetected,1772210566998380600,1772210567006173500,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,491,1772210616501611500,1772210567007179800,craneMotorTurnClockwise,1772210567007179800,1772210567016121800,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,498,1772210616541612200,1772210567047433600,craneMonostableCylinderExtend,1772210567047433600,1772210567055564000,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,521,1772210616821162100,1772210567326487300,craneMonostableCylinderRetracted,1772210567327491700,1772210567336181400,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,554,1772210617341160200,1772210567847767300,craneMonostableCylinderExtended,1772210567847767300,1772210567855955500,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,624,1772210618080995000,1772210568587199300,craneVacuumGripperTakenIn,1772210568587199300,1772210568596055300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,649,1772210618361501100,1772210568868658000,craneMonostableCylinderExtend,1772210568868658000,1772210568877488500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,665,1772210618491215100,1772210568997912600,craneMonostableCylinderExtended,1772210568997912600,1772210569005155700,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,698,1772210618800651700,1772210569306658800,craneMonostableCylinderRetracted,1772210569306658800,1772210569315961700,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,True,706,1772210618840354500,1772210569346148300,craneMotorTurnCounterclockwise,1772210569346148300,1772210569354966900,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,731,1772210619051180200,1772210569557038600,cranePresenceSensorAtStackWPDetected,1772210569557038600,1772210569565812900,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,831,1772210619700245500,1772210570207862000,stackslidingCylinderExtend,1772210570207862000,1772210570216010000,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,842,1772210619770776500,1772210570276978100,stackslidingCylinderRetracted,1772210570276978100,1772210570285343000,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,879,1772210619990777000,1772210570498095000,stackslidingCylinderExtended,1772210570498095000,1772210570508152900,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,882,1772210620000778300,1772210570508692300,stackslidingCylinderExtend,1772210570509700300,1772210570517066300,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,899,1772210620090778300,1772210570598277700,stackslidingCylinderExtended,1772210570598277700,1772210570615345400,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,933,1772210620290780400,1772210570797042700,stackslidingCylinderRetracted,1772210570797042700,1772210570804792700,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1033,1772210620950315400,1772210571456905400,cranePresenceSensorAtConveyorWPDetected,1772210571457449900,1772210571466438200,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,1066,1772210621150317500,1772210571656446700,cranePresenceSensorAtConveyorWPDetected,1772210571656446700,1772210571665679200,204
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,True,1325,1772210622910392100,1772210573415868700,cranePresenceSensorAtStampWPDetected,1772210573416885000,1772210573425079700,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,1328,1772210622921385600,1772210573427108300,craneMotorTurnCounterclockwise,1772210573427108300,1772210573436387800,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,1336,1772210622961386900,1772210573467960400,craneMonostableCylinderExtend,1772210573467960400,1772210573475930500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,1354,1772210623231387400,1772210573737196800,craneMonostableCylinderRetracted,1772210573738225700,1772210573746582900,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,1393,1772210623751195500,1772210574257660800,craneMonostableCylinderExtended,1772210574257660800,1772210574267779100,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,1402,1772210623821190800,1772210574326659700,craneVacuumGripperTakenIn,1772210574327661600,1772210574335735400,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,1408,1772210623880192300,1772210574385953100,craneMonostableCylinderExtend,1772210574385953100,1772210574395871000,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,1419,1772210624000189700,1772210574505942500,craneMonostableCylinderExtended,1772210574505942500,1772210574525066400,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,False,1431,1772210624130195600,1772210574638277100,stampslidingCylinderExtend,1772210574638277100,1772210574656211800,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,True,1432,1772210624130195600,1772210574656766400,stampslidingCylinderRetract,1772210574656766400,1772210574664771600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,1443,1772210624310195500,1772210574817073100,craneMonostableCylinderRetracted,1772210574817642300,1772210574826281700,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,False,1444,1772210624330198900,1772210574836806900,stampslidingCylinderExtended,1772210574836806900,1772210574845545000,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,True,1500,1772210624869737400,1772210575377078500,stampslidingCylinderRetracted,1772210575377078500,1772210575388160700,204
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,True,1501,1772210624879738700,1772210575388689300,stampstampingCylinderExtend,1772210575388689300,1772210575398171000,204
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,False,1620,1772210626400128600,1772210576907825200,stampstampingCylinderExtend,1772210576907825200,1772210576916609600,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,True,1622,1772210626400128600,1772210576917202600,stampslidingCylinderExtend,1772210576917202600,1772210576926468100,204
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,False,1623,1772210626401128100,1772210576926468100,stampslidingCylinderRetract,1772210576927896300,1772210576935467600,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,False,1629,1772210626520127900,1772210577027782200,stampslidingCylinderRetracted,1772210577027782200,1772210577036134200,204
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,True,1664,1772210627031502500,1772210577539524600,stampslidingCylinderExtended,1772210577539524600,1772210577548996200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,1667,1772210627110495700,1772210577616518200,craneMonostableCylinderExtend,1772210577617025100,1772210577625171900,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,1680,1772210627370061700,1772210577877053600,craneMonostableCylinderRetracted,1772210577878058900,1772210577885696800,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,1720,1772210627880055500,1772210578386071400,craneMonostableCylinderExtended,1772210578386071400,1772210578394146000,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,1779,1772210628640052700,1772210579146245100,craneVacuumGripperTakenIn,1772210579146754600,1772210579154929700,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,1792,1772210628920012400,1772210579426513300,craneMonostableCylinderExtend,1772210579426513300,1772210579433131000,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,1803,1772210629040011700,1772210579545884700,craneMonostableCylinderExtended,1772210579545884700,1772210579553490400,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,1821,1772210629340015200,1772210579846705500,craneMonostableCylinderRetracted,1772210579846705500,1772210579854947500,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,1825,1772210629390010800,1772210579896235200,craneMotorTurnClockwise,1772210579896235200,1772210579904860200,204
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,False,1848,1772210629529743900,1772210580035421600,cranePresenceSensorAtStampWPDetected,1772210580035421600,1772210580046850200,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,2094,1772210631289277400,1772210581795241500,cranePresenceSensorAtConveyorWPDetected,1772210581795241500,1772210581804540200,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,2096,1772210631299279600,1772210581806065100,craneMotorTurnClockwise,1772210581806065100,1772210581821153600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,2104,1772210631339277800,1772210581845624100,craneMonostableCylinderExtend,1772210581846631800,1772210581854425400,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,2127,1772210631610026200,1772210582117032800,craneMonostableCylinderRetracted,1772210582117032800,1772210582126659700,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,2160,1772210632120027000,1772210582626895700,craneMonostableCylinderExtended,1772210582626895700,1772210582636165400,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,2165,1772210632180020900,1772210582685286400,craneVacuumGripperTakenIn,1772210582685286400,1772210582701686300,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,2175,1772210632250029200,1772210582756703600,craneMonostableCylinderExtend,1772210582756703600,1772210582763830300,204
MAIN.m_container.m_LSC.Motor.DO_TurnClockwise,True,2179,1772210632270025400,1772210582776084800,LSCMotorTurnClockwise,1772210582777130500,1772210582792311500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,2189,1772210632370029300,1772210582876391500,craneMonostableCylinderExtended,1772210582876391500,1772210582883758200,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,2219,1772210632680027200,1772210583186024200,craneMonostableCylinderRetracted,1772210583186024200,1772210583195207000,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,True,2228,1772210632720026900,1772210583227218700,craneMotorTurnClockwise,1772210583227218700,1772210583235277600,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,2261,1772210632929599100,1772210583435988800,cranePresenceSensorAtConveyorWPDetected,1772210583435988800,1772210583443091500,204
MAIN.m_container.m_LSC.Motor.DO_TurnClockwise,False,2352,1772210633490127900,1772210583996940800,LSCMotorTurnClockwise,1772210583996940800,1772210584003524200,204
MAIN.m_container.m_LSC.m_rampPusherStart.DO_Extend,True,2353,1772210633490127900,1772210584003524200,LSCrampPusherStartExtend,1772210584003524200,1772210584021398200,204
MAIN.m_container.m_LSC.m_rampPusherStart.DI_Retracted,False,2364,1772210633550130900,1772210584056808300,LSCrampPusherStartRetracted,1772210584056808300,1772210584063509500,204
MAIN.m_container.m_LSC.m_rampPusherStart.DO_Extend,False,2371,1772210633610130900,1772210584116730000,LSCrampPusherStartExtend,1772210584117729100,1772210584126338100,204
MAIN.m_container.m_LSC.m_rampPusherStart.DI_Retracted,True,2416,1772210633900133900,1772210584406665500,LSCrampPusherStartRetracted,1772210584406665500,1772210584414277800,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,True,2552,1772210634908990800,1772210585414840000,cranePresenceSensorAtStackWPDetected,1772210585414840000,1772210585423554500,204
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,2555,1772210634918991800,1772210585425624800,craneMotorTurnClockwise,1772210585426142600,1772210585432851500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,True,2562,1772210634958987800,1772210585465226600,craneMonostableCylinderExtend,1772210585465226600,1772210585473807500,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,False,2585,1772210635228992400,1772210585735015600,craneMonostableCylinderRetracted,1772210585736031100,1772210585742764600,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,True,2627,1772210635739317500,1772210586246367900,craneMonostableCylinderExtended,1772210586246367900,1772210586254139800,204
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,True,2705,1772210636489318500,1772210586996860900,craneVacuumGripperTakenIn,1772210586996860900,1772210587008824400,204
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,2738,1772210636769002000,1772210587275249900,craneMonostableCylinderExtend,1772210587276255600,1772210587285089100,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,2752,1772210636899002700,1772210587405954200,craneMonostableCylinderExtended,1772210587406541000,1772210587423385900,204
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,2786,1772210637219001600,1772210587725777600,craneMonostableCylinderRetracted,1772210587726321600,1772210587735414500,204
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,True,2789,1772210637248995500,1772210587755285700,craneMotorTurnCounterclockwise,1772210587755285700,1772210587771255800,204
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,2822,1772210637449004200,1772210587955681200,cranePresenceSensorAtStackWPDetected,1772210587955681200,1772210587971387400,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,True,2919,1772210638108998900,1772210588614889100,stackslidingCylinderExtend,1772210588615927700,1772210588623511400,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,False,2929,1772210638179002200,1772210588686302900,stackslidingCylinderRetracted,1772210588686302900,1772210588693858900,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,True,2960,1772210638398660300,1772210588907120400,stackslidingCylinderExtended,1772210588907120400,1772210588915277200,204
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,False,2961,1772210638408659500,1772210588916291600,stackslidingCylinderExtend,1772210588916291600,1772210588932763300,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,False,2976,1772210638498653900,1772210589004998000,stackslidingCylinderExtended,1772210589004998000,1772210589015246800,204
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,True,3009,1772210638698659200,1772210589204902000,stackslidingCylinderRetracted,1772210589204902000,1772210589214334500,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,3113,1772210639378662200,1772210589885191200,cranePresenceSensorAtConveyorWPDetected,1772210589885191200,1772210589892840900,204
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,False,3143,1772210639578467500,1772210590085435100,cranePresenceSensorAtConveyorWPDetected,1772210590085435100,1772210590101023100,204
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,True,3402,1772210641338599800,1772210591845905000,cranePresenceSensorAtStampWPDetected,1772210591845905000,1772210591854556100,204
