var_name,value,seq,t0_ns,t_return_ns
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1,1772211655607827600,
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,2,1772211655617827600,
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,False,3,1772211655627826300,
MAIN.m_container.m_crane.Motor.AI_Position,False,4,1772211655627826300,
MAIN.m_container.m_crane.Motor.AI_Speed,False,5,1772211655637827000,
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,6,1772211655637827000,
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,7,1772211655647827100,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_FlowPressure,False,8,1772211655657827000,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PositionTransmitter,False,9,1772211655657827000,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PressureSensor,False,10,1772211655667828100,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryFlowPressure,False,11,1772211655667828100,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryPressure,False,12,1772211655677826300,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,13,1772211655687826900,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,14,1772211655687826900,
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,15,1772211655697828400,
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,16,1772211655697828400,
MAIN.m_container.m_crane.o_VacuumGripper.DO_VacuumOn,False,17,1772211655707828900,
MAIN.m_container.m_crane.o_VacuumGripper.VacuumHit,False,18,1772211655717831500,
MAIN.m_container.m_LSC.m_inductiveSensorMid.DI_WPMetallic,False,19,1772211655717831500,
MAIN.m_container.m_LSC.m_inductiveSensorStart.DI_WPMetallic,False,20,1772211655727828500,
MAIN.m_container.m_LSC.m_opticalSensorEnd.DI_WPLight,False,21,1772211655727828500,
MAIN.m_container.m_LSC.m_opticalSensorMid.DI_WPLight,False,22,1772211655737828100,
MAIN.m_container.m_LSC.m_opticalSensorStart.DI_WPLight,False,23,1772211655747829000,
