var_name,value,seq,t0_ns,t_return_ns
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1,1772209480396383900,
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,2,1772209480406384400,
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,False,3,1772209480416383600,
MAIN.m_container.m_crane.Motor.AI_Position,False,4,1772209480416383600,
MAIN.m_container.m_crane.Motor.AI_Speed,False,5,1772209480426383500,
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,6,1772209480436383900,
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,7,1772209480436383900,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_FlowPressure,False,8,1772209480446384300,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PositionTransmitter,False,9,1772209480446384300,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PressureSensor,False,10,1772209480456387400,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryFlowPressure,False,11,1772209480466384100,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryPressure,False,12,1772209480466384100,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,13,1772209480476383600,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,14,1772209480476383600,
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,15,1772209480486385000,
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,16,1772209480496390500,
MAIN.m_container.m_crane.o_VacuumGripper.DO_VacuumOn,False,17,1772209480496390500,
MAIN.m_container.m_crane.o_VacuumGripper.VacuumHit,False,18,1772209480506386100,
MAIN.m_container.m_LSC.m_inductiveSensorMid.DI_WPMetallic,False,19,1772209480506386100,
MAIN.m_container.m_LSC.m_inductiveSensorStart.DI_WPMetallic,False,20,1772209480516388900,
MAIN.m_container.m_LSC.m_opticalSensorEnd.DI_WPLight,False,21,1772209480526395000,
MAIN.m_container.m_LSC.m_opticalSensorMid.DI_WPLight,False,22,1772209480526395000,
MAIN.m_container.m_LSC.m_opticalSensorStart.DI_WPLight,False,23,1772209480536386700,
MAIN.m_container.m_LSC.m_presenceSensorStart.DI_WPDetected,False,24,1772209480536386700,
MAIN.m_container.m_LSC.m_rampEnd.m_presenceSensorRampFull.DI_WPDetected,False,25,1772209480546388700,
MAIN.m_container.m_LSC.m_rampMiddle.m_presenceSensorRampFull.DI_WPDetected,False,26,1772209480556388000,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_FlowPressure,False,27,1772209480556388000,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_PositionTransmitter,False,28,1772209480566385500,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_PressureSensor,False,29,1772209480566385500,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_BoundaryFlowPressure,False,30,1772209480576385400,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_BoundaryPressure,False,31,1772209480586388400,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_Extended,False,32,1772209480586388400,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_Retracted,True,33,1772209480596384500,
MAIN.m_container.m_LSC.m_rampPusherMid.DO_Extend,False,34,1772209480596384500,
MAIN.m_container.m_LSC.m_rampPusherStart.AI_FlowPressure,False,35,1772209480606389400,
MAIN.m_container.m_LSC.m_rampPusherStart.AI_PressureSensor,False,36,1772209480626539500,
MAIN.m_container.m_LSC.m_rampPusherStart.DI_BoundaryFlowPressure,False,37,1772209480636540900,
MAIN.m_container.m_LSC.m_rampPusherStart.DI_BoundaryPressure,False,38,1772209480636540900,
MAIN.m_container.m_LSC.m_rampPusherStart.DI_Extended,False,39,1772209480646541200,
MAIN.m_container.m_LSC.m_rampPusherStart.DI_Retracted,True,40,1772209480656541300,
MAIN.m_container.m_LSC.m_rampPusherStart.DO_Extend,False,41,1772209480656541300,
MAIN.m_container.m_LSC.m_rampStart.m_presenceSensorRampFull.DI_WPDetected,False,42,1772209480666540200,
MAIN.m_container.m_LSC.m_Switch.DI_BoundaryPressure,False,43,1772209480666540200,
MAIN.m_container.m_LSC.m_Switch.DI_Extended,False,44,1772209480676540100,
MAIN.m_container.m_LSC.m_Switch.DI_Retracted,False,45,1772209480686540400,
MAIN.m_container.m_LSC.m_Switch.DO_Extend,False,46,1772209480686540400,
MAIN.m_container.m_LSC.Motor.AI_Position,False,47,1772209480696540400,
MAIN.m_container.m_LSC.Motor.AI_Speed,False,48,1772209480696540400,
MAIN.m_container.m_LSC.Motor.DO_TurnClockwise,False,49,1772209480706543200,
MAIN.m_container.m_PAC.m_PresencesensorEnd.DI_WPDetected,False,50,1772209480726538500,
