var_name,value,seq,t0_ns,t_return_ns
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1,1772211573277632800,
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,2,1772211573277632800,
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,False,3,1772211573287632900,
MAIN.m_container.m_crane.Motor.AI_Position,False,4,1772211573287632900,
MAIN.m_container.m_crane.Motor.AI_Speed,False,5,1772211573297632500,
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,6,1772211573307640300,
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,7,1772211573307640300,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_FlowPressure,False,8,1772211573317633300,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PositionTransmitter,False,9,1772211573317633300,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PressureSensor,False,10,1772211573327632900,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryFlowPressure,False,11,1772211573337633100,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryPressure,False,12,1772211573337633100,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,13,1772211573347634500,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,14,1772211573347634500,
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,15,1772211573358193100,
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,16,1772211573368199900,
MAIN.m_container.m_crane.o_VacuumGripper.DO_VacuumOn,False,17,1772211573378199700,
MAIN.m_container.m_crane.o_VacuumGripper.VacuumHit,False,18,1772211573378199700,
MAIN.m_container.m_LSC.m_inductiveSensorMid.DI_WPMetallic,False,19,1772211573388199800,
MAIN.m_container.m_LSC.m_inductiveSensorStart.DI_WPMetallic,False,20,1772211573398207000,
MAIN.m_container.m_LSC.m_opticalSensorEnd.DI_WPLight,False,21,1772211573408199800,
MAIN.m_container.m_LSC.m_opticalSensorMid.DI_WPLight,False,22,1772211573418200200,
MAIN.m_container.m_LSC.m_opticalSensorStart.DI_WPLight,False,23,1772211573418200200,
MAIN.m_container.m_LSC.m_presenceSensorStart.DI_WPDetected,False,24,1772211573428206700,
MAIN.m_container.m_LSC.m_rampEnd.m_presenceSensorRampFull.DI_WPDetected,False,25,1772211573438199500,
MAIN.m_container.m_LSC.m_rampMiddle.m_presenceSensorRampFull.DI_WPDetected,False,26,1772211573448251100,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_FlowPressure,False,27,1772211573458206800,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_PositionTransmitter,False,28,1772211573458206800,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_PressureSensor,False,29,1772211573468207600,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_BoundaryFlowPressure,False,30,1772211573478199300,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_BoundaryPressure,False,31,1772211573488207300,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_Extended,False,32,1772211573498207000,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_Retracted,True,33,1772211573498207000,
MAIN.m_container.m_LSC.m_rampPusherMid.DO_Extend,False,34,1772211573508199500,
MAIN.m_container.m_LSC.m_rampPusherStart.AI_FlowPressure,False,35,1772211573518199900,
MAIN.m_container.m_LSC.m_rampPusherStart.AI_PositionTransmitter,False,36,1772211573528200300,
MAIN.m_container.m_LSC.m_rampPusherStart.AI_PressureSensor,False,37,1772211573538199200,
MAIN.m_container.m_LSC.m_rampPusherStart.DI_BoundaryFlowPressure,False,38,1772211573538199200,
MAIN.m_container.m_LSC.m_rampPusherStart.DI_BoundaryPressure,False,39,1772211573548199100,
MAIN.m_container.m_LSC.m_rampPusherStart.DI_Extended,False,40,1772211573558207100,
MAIN.m_container.m_LSC.m_rampPusherStart.DI_Retracted,True,41,1772211573568199100,
MAIN.m_container.m_LSC.m_rampPusherStart.DO_Extend,False,42,1772211573578206700,
MAIN.m_container.m_LSC.m_rampStart.m_presenceSensorRampFull.DI_WPDetected,False,43,1772211573578206700,
MAIN.m_container.m_LSC.m_Switch.DI_BoundaryPressure,False,44,1772211573588206900,
