var_name,value,seq,t0_ns,t_return_ns
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1,1772212437184682800,
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,2,1772212437194690200,
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,False,3,1772212437194690200,
MAIN.m_container.m_crane.Motor.AI_Position,False,4,1772212437204682300,
MAIN.m_container.m_crane.Motor.AI_Speed,False,5,1772212437204682300,
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,6,1772212437214683300,
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,7,1772212437214683300,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_FlowPressure,False,8,1772212437224683000,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PositionTransmitter,False,9,1772212437234682700,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PressureSensor,False,10,1772212437234682700,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryFlowPressure,False,11,1772212437244691800,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryPressure,False,12,1772212437244691800,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,13,1772212437254682200,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,14,1772212437254682200,
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,15,1772212437264693300,
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,16,1772212437274682300,
MAIN.m_container.m_crane.o_VacuumGripper.DO_VacuumOn,False,17,1772212437274682300,
MAIN.m_container.m_crane.o_VacuumGripper.VacuumHit,False,18,1772212437284682500,
MAIN.m_container.m_LSC.m_inductiveSensorMid.DI_WPMetallic,False,19,1772212437284682500,
MAIN.m_container.m_LSC.m_inductiveSensorStart.DI_WPMetallic,False,20,1772212437294682600,
MAIN.m_container.m_LSC.m_opticalSensorEnd.DI_WPLight,False,21,1772212437304682200,
MAIN.m_container.m_LSC.m_opticalSensorMid.DI_WPLight,False,22,1772212437304682200,
MAIN.m_container.m_LSC.m_opticalSensorStart.DI_WPLight,False,23,1772212437314682400,
MAIN.m_container.m_LSC.m_presenceSensorStart.DI_WPDetected,False,24,1772212437314682400,
MAIN.m_container.m_LSC.m_rampEnd.m_presenceSensorRampFull.DI_WPDetected,False,25,1772212437324682200,
MAIN.m_container.m_LSC.m_rampMiddle.m_presenceSensorRampFull.DI_WPDetected,False,26,1772212437334682300,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_FlowPressure,False,27,1772212437334682300,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_PositionTransmitter,False,28,1772212437344682600,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_PressureSensor,False,29,1772212437344682600,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_BoundaryFlowPressure,False,30,1772212437354682200,
MAIN.m_container.m_LSC.m_rampPusherMid.DI_BoundaryPressure,False,31,1772212437364682300,
