var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,140,true,1772210442351400700,1772210392879946800,Unity.Received,1772210392879946800,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,140,true,1772210442351400700,1772210392879946800,StackCylinder.DO_Extend,1772210392882484600,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,147,false,1772210442431400500,1772210392957086100,Unity.Received,1772210392957086100,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,167,true,1772210442641401700,1772210393180890300,Unity.Received,1772210393180890300,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,168,true,1772210442651404800,1772210393180890300,Unity.Received,1772210393180890300,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,168,true,1772210442651404800,1772210393180890300,RotCrane.Motor.DO_TurnClockwise,1772210393180890300,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,170,false,1772210442651404800,1772210393180890300,Unity.Received,1772210393180890300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,170,false,1772210442651404800,1772210393180890300,StackCylinder.DO_Extend,1772210393180890300,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,185,false,1772210442742403400,1772210393262182100,Unity.Received,1772210393262182100,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,197,false,1772210442851401300,1772210393386223300,Unity.Received,1772210393386223300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,214,true,1772210442941939900,1772210393467628000,Unity.Received,1772210393467628000,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,214,true,1772210442941939900,1772210393467628000,StackCylinder.DI_Retracted,1772210393771428300,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,480,true,1772210444832244700,1772210395345111000,Unity.Received,1772210395345111000,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,480,true,1772210444832244700,1772210395345111000,RotCrane.DI_AtStack,1772210395346123700,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,483,false,1772210444832244700,1772210395346123700,Unity.Received,1772210395346123700,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,483,false,1772210444832244700,1772210395346123700,RotCrane.Motor.DO_TurnClockwise,1772210395346123700,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,489,true,1772210444872244600,1772210395384772000,Unity.Received,1772210395384772000,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,489,true,1772210444872244600,1772210395384772000,RotCraneCylinder.DO_Extend,1772210395385347500,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,516,false,1772210445152246000,1772210395672739700,Unity.Received,1772210395672739700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,556,true,1772210445672200900,1772210396200043200,Unity.Received,1772210396200043200,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,556,true,1772210445672200900,1772210396200043200,RotCraneCylinder.DI_Extended,1772210396200552500,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,633,true,1772210446422371700,1772210396939755600,Unity.Received,1772210396939755600,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,633,true,1772210446422371700,1772210396939755600,RotCraneVacuumCup.DI_TakenIn,1772210396939755600,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,655,false,1772210446692368200,1772210397228773400,Unity.Received,1772210397228773400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,655,false,1772210446692368200,1772210397228773400,RotCraneCylinder.DO_Extend,1772210397228773400,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,671,false,1772210446822368600,1772210397349242400,Unity.Received,1772210397349242400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,708,true,1772210447132367400,1772210397636304800,Unity.Received,1772210397636304800,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,708,true,1772210447132367400,1772210397636304800,RotCraneCylinder.DI_Retracted,1772210397636304800,Reached
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,712,true,1772210447172375300,1772210397676309200,Unity.Received,1772210397676309200,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,712,true,1772210447172375300,1772210397676309200,RotCrane.Motor.DO_TurnCounterclockwise,1772210397676309200,ActionStart
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,740,false,1772210447341371100,1772210397880402200,Unity.Received,1772210397880402200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,848,true,1772210448030826400,1772210398537959700,Unity.Received,1772210398537959700,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,848,true,1772210448030826400,1772210398537959700,StackCylinder.DO_Extend,1772210398537959700,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,859,false,1772210448100826000,1772210398618345700,Unity.Received,1772210398618345700,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,167,true,1772210442641401700,1772210393180890300,StackCylinder.DI_Extended,1772210399007871700,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1035,true,1772210449291298200,1772210399797904000,Unity.Received,1772210399797904000,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1035,true,1772210449291298200,1772210399797904000,RotCrane.DI_AtConveyor,1772210399797904000,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1063,false,1772210449491294300,1772210400005126500,Unity.Received,1772210400005126500,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,1326,true,1772210451251297700,1772210401760919200,Unity.Received,1772210401760919200,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,1326,true,1772210451251297700,1772210401760919200,RotCrane.DI_AtStamp,1772210401761536600,Reached
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,1328,false,1772210451261306200,1772210401799953600,Unity.Received,1772210401799953600,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,1328,false,1772210451261306200,1772210401799953600,RotCrane.Motor.DO_TurnCounterclockwise,1772210401799953600,ActionStart
