var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,140,true,1772210828345694000,1772210778869889200,Unity.Received,1772210778869889200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,140,true,1772210828345694000,1772210778869889200,StackCylinder.DO_Extend,1772210778872429100,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,146,false,1772210828415697200,1772210778951408800,Unity.Received,1772210778951408800,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,177,true,1772210828625696400,1772210779157341400,Unity.Received,1772210779157341400,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,178,true,1772210828635702500,1772210779157341400,Unity.Received,1772210779157341400,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,178,true,1772210828635702500,1772210779157341400,RotCrane.Motor.DO_TurnClockwise,1772210779157913700,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,180,false,1772210828635702500,1772210779157913700,Unity.Received,1772210779157913700,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,180,false,1772210828635702500,1772210779157913700,StackCylinder.DO_Extend,1772210779157913700,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,194,false,1772210828725701000,1772210779278861700,Unity.Received,1772210779278861700,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,210,false,1772210828845695200,1772210779361584100,Unity.Received,1772210779361584100,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,221,true,1772210828925703100,1772210779444444200,Unity.Received,1772210779444444200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,221,true,1772210828925703100,1772210779444444200,StackCylinder.DI_Retracted,1772210779747659800,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,504,true,1772210830796178900,1772210781320070700,Unity.Received,1772210781320070700,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,504,true,1772210830796178900,1772210781320070700,RotCrane.DI_AtStack,1772210781320070700,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,507,false,1772210830806177600,1772210781320070700,Unity.Received,1772210781320070700,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,507,false,1772210830806177600,1772210781320070700,RotCrane.Motor.DO_TurnClockwise,1772210781320070700,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,513,true,1772210830846180400,1772210781369124400,Unity.Received,1772210781369124400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,513,true,1772210830846180400,1772210781369124400,RotCraneCylinder.DO_Extend,1772210781369629600,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,532,false,1772210831116179000,1772210781640068700,Unity.Received,1772210781640068700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,569,true,1772210831635177600,1772210782149856700,Unity.Received,1772210782149856700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,569,true,1772210831635177600,1772210782149856700,RotCraneCylinder.DI_Extended,1772210782150864500,Reached
