var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,141,true,1772205728393252300,1772205678807074100,Unity.Received,1772205678807074100,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,141,true,1772205728393252300,1772205678807074100,StackCylinder.DO_Extend,1772205678810851600,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,146,false,1772205728463256200,1772205678893250700,Unity.Received,1772205678893250700,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,170,true,1772205728693256000,1772205679103715700,Unity.Received,1772205679103715700,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,170,true,1772205728693256000,1772205679103715700,RotCrane.Motor.DO_TurnClockwise,1772205679103715700,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,172,true,1772205728693256000,1772205679104473200,Unity.Received,1772205679104473200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,174,false,1772205728703252500,1772205679136398800,Unity.Received,1772205679136398800,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,174,false,1772205728703252500,1772205679136398800,StackCylinder.DO_Extend,1772205679136398800,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,189,false,1772205728793257900,1772205679220512700,Unity.Received,1772205679220512700,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,206,false,1772205728892716300,1772205679322466300,Unity.Received,1772205679322466300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,225,true,1772205729002713400,1772205679422470600,Unity.Received,1772205679422470600,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,225,true,1772205729002713400,1772205679422470600,StackCylinder.DI_Retracted,1772205679726638200,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,491,true,1772205730813163300,1772205681219737600,Unity.Received,1772205681219737600,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,494,false,1772205730823168800,1772205681259373400,Unity.Received,1772205681259373400,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,494,false,1772205730823168800,1772205681259373400,RotCrane.Motor.DO_TurnClockwise,1772205681259373400,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,499,true,1772205730863169800,1772205681293056000,Unity.Received,1772205681293056000,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,499,true,1772205730863169800,1772205681293056000,RotCraneCylinder.DO_Extend,1772205681294062300,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,527,false,1772205731142788100,1772205681541073200,Unity.Received,1772205681541073200,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,573,true,1772205731652791100,1772205682067949700,Unity.Received,1772205682067949700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,573,true,1772205731652791100,1772205682067949700,RotCraneCylinder.DI_Extended,1772205682067949700,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,647,true,1772205732413382200,1772205682838943600,Unity.Received,1772205682838943600,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,647,true,1772205732413382200,1772205682838943600,RotCraneVacuumCup.DI_TakenIn,1772205682838943600,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,670,false,1772205732683381200,1772205683085977000,Unity.Received,1772205683085977000,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,670,false,1772205732683381200,1772205683085977000,RotCraneCylinder.DO_Extend,1772205683085977000,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,685,false,1772205732813377500,1772205683245395700,Unity.Received,1772205683245395700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,724,true,1772205733113379700,1772205683526701400,Unity.Received,1772205683526701400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,724,true,1772205733113379700,1772205683526701400,RotCraneCylinder.DI_Retracted,1772205683526701400,Reached
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,727,true,1772205733163382400,1772205683567416800,Unity.Received,1772205683567416800,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,727,true,1772205733163382400,1772205683567416800,RotCrane.Motor.DO_TurnCounterclockwise,1772205683567985900,ActionStart
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,758,false,1772205733352380400,1772205683774155200,Unity.Received,1772205683774155200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,869,true,1772205734032195400,1772205684459949000,Unity.Received,1772205684459949000,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,869,true,1772205734032195400,1772205684459949000,StackCylinder.DO_Extend,1772205684459949000,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,879,false,1772205734102195100,1772205684502039000,Unity.Received,1772205684502039000,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,918,true,1772205734312195200,1772205684747955300,Unity.Received,1772205684747955300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,920,false,1772205734322195200,1772205684747955300,Unity.Received,1772205684747955300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,920,false,1772205734322195200,1772205684747955300,StackCylinder.DO_Extend,1772205684747955300,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,936,false,1772205734412195000,1772205684828787500,Unity.Received,1772205684828787500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,968,true,1772205734612195700,1772205685036984300,Unity.Received,1772205685036984300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,968,true,1772205734612195700,1772205685036984300,StackCylinder.DI_Retracted,1772205685339425400,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1059,true,1772205735222624600,1772205685644514000,Unity.Received,1772205685644514000,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1090,false,1772205735412620000,1772205685849592000,Unity.Received,1772205685849592000,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,1353,true,1772205737122365500,1772205687534398300,Unity.Received,1772205687534398300,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,1356,false,1772205737132366100,1772205687534398300,Unity.Received,1772205687534398300,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,1356,false,1772205737132366100,1772205687534398300,RotCrane.Motor.DO_TurnCounterclockwise,1772205687534398300,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1364,true,1772205737172365700,1772205687570641700,Unity.Received,1772205687570641700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1364,true,1772205737172365700,1772205687570641700,RotCraneCylinder.DO_Extend,1772205687570641700,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1385,false,1772205737452411500,1772205687857841700,Unity.Received,1772205687857841700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1423,true,1772205737962516400,1772205688372342400,Unity.Received,1772205688372342400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1423,true,1772205737962516400,1772205688372342400,RotCraneCylinder.DI_Extended,1772205688372342400,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,1434,false,1772205738032520900,1772205688455202000,Unity.Received,1772205688455202000,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,1434,false,1772205738032520900,1772205688455202000,RotCraneVacuumCup.DI_TakenIn,1772205688455202000,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1436,false,1772205738092516000,1772205688498273000,Unity.Received,1772205688498273000,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1436,false,1772205738092516000,1772205688498273000,RotCraneCylinder.DO_Extend,1772205688498273000,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1449,false,1772205738202516000,1772205688619663400,Unity.Received,1772205688619663400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1478,true,1772205738501516400,1772205688904035600,Unity.Received,1772205688904035600,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1478,true,1772205738501516400,1772205688904035600,RotCraneCylinder.DI_Retracted,1772205688904035600,Reached
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,1539,true,1772205739081767200,1772205689518723500,Unity.Received,1772205689518723500,Received
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,1539,true,1772205739081767200,1772205689518723500,StampCylinder.DO_Extend,1772205689518723500,ActionStart
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,1616,false,1772205740601740900,1772205691017132900,Unity.Received,1772205691017132900,Received
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,1616,false,1772205740601740900,1772205691017132900,StampCylinder.DO_Extend,1772205691017132900,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1665,true,1772205741301741600,1772205691722722600,Unity.Received,1772205691722722600,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1665,true,1772205741301741600,1772205691722722600,RotCraneCylinder.DO_Extend,1772205691722722600,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1686,false,1772205741571741100,1772205692010819900,Unity.Received,1772205692010819900,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1721,true,1772205742081541700,1772205692484996400,Unity.Received,1772205692484996400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1721,true,1772205742081541700,1772205692484996400,RotCraneCylinder.DI_Extended,1772205692484996400,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,1775,true,1772205742831534100,1772205693236982500,Unity.Received,1772205693236982500,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,1775,true,1772205742831534100,1772205693236982500,RotCraneVacuumCup.DI_TakenIn,1772205693236982500,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1795,false,1772205743112540900,1772205693518037300,Unity.Received,1772205693518037300,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1795,false,1772205743112540900,1772205693518037300,RotCraneCylinder.DO_Extend,1772205693518037300,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1807,false,1772205743232265400,1772205693635949100,Unity.Received,1772205693635949100,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1838,true,1772205743542265300,1772205693959124600,Unity.Received,1772205693959124600,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1838,true,1772205743542265300,1772205693959124600,RotCraneCylinder.DI_Retracted,1772205693959124600,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,1839,true,1772205743591267400,1772205694001649900,Unity.Received,1772205694001649900,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,1839,true,1772205743591267400,1772205694001649900,RotCrane.Motor.DO_TurnClockwise,1772205694001649900,ActionStart
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,1860,false,1772205743741265300,1772205694168255500,Unity.Received,1772205694168255500,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,2126,true,1772205745461097000,1772205695889617600,Unity.Received,1772205695889617600,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,2129,false,1772205745471098500,1772205695889617600,Unity.Received,1772205695889617600,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,2129,false,1772205745471098500,1772205695889617600,RotCrane.Motor.DO_TurnClockwise,1772205695889617600,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,2136,true,1772205745511097800,1772205695936920300,Unity.Received,1772205695936920300,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,2136,true,1772205745511097800,1772205695936920300,RotCraneCylinder.DO_Extend,1772205695936920300,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,2162,false,1772205745781096700,1772205696184597300,Unity.Received,1772205696184597300,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,2190,true,1772205746291793800,1772205696711734300,Unity.Received,1772205696711734300,Received
