var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,143,true,1772210614021298100,1772210564551238000,Unity.Received,1772210564551238000,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,143,true,1772210614021298100,1772210564551238000,StackCylinder.DO_Extend,1772210564553238800,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,153,false,1772210614091298000,1772210564630557300,Unity.Received,1772210564630557300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,178,true,1772210614311303500,1772210564839867500,Unity.Received,1772210564839867500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,180,false,1772210614321298500,1772210564840868200,Unity.Received,1772210564840868200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,180,false,1772210614321298500,1772210564840868200,StackCylinder.DO_Extend,1772210564840868200,ActionStart
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,181,true,1772210614331300500,1772210564879613900,Unity.Received,1772210564879613900,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,181,true,1772210614331300500,1772210564879613900,RotCrane.Motor.DO_TurnClockwise,1772210564879613900,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,193,false,1772210614411300900,1772210564921517700,Unity.Received,1772210564921517700,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,209,false,1772210614531302900,1772210565046266100,Unity.Received,1772210565046266100,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,222,true,1772210614611297800,1772210565128119600,Unity.Received,1772210565128119600,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,222,true,1772210614611297800,1772210565128119600,StackCylinder.DI_Retracted,1772210565430912600,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,489,true,1772210616491615000,1772210567005168400,Unity.Received,1772210567005168400,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,489,true,1772210616491615000,1772210567005168400,RotCrane.DI_AtStack,1772210567006173500,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,491,false,1772210616501611500,1772210567044373400,Unity.Received,1772210567044373400,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,491,false,1772210616501611500,1772210567044373400,RotCrane.Motor.DO_TurnClockwise,1772210567044373400,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,498,true,1772210616541612200,1772210567085891100,Unity.Received,1772210567085891100,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,498,true,1772210616541612200,1772210567085891100,RotCraneCylinder.DO_Extend,1772210567085891100,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,521,false,1772210616821162100,1772210567333669200,Unity.Received,1772210567333669200,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,554,true,1772210617341160200,1772210567872486700,Unity.Received,1772210567872486700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,554,true,1772210617341160200,1772210567872486700,RotCraneCylinder.DI_Extended,1772210567873486300,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,624,true,1772210618080995000,1772210568601120800,Unity.Received,1772210568601120800,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,624,true,1772210618080995000,1772210568601120800,RotCraneVacuumCup.DI_TakenIn,1772210568601120800,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,649,false,1772210618361501100,1772210568888222100,Unity.Received,1772210568888222100,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,649,false,1772210618361501100,1772210568888222100,RotCraneCylinder.DO_Extend,1772210568888222100,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,665,false,1772210618491215100,1772210569010453000,Unity.Received,1772210569010453000,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,698,true,1772210618800651700,1772210569339540200,Unity.Received,1772210569339540200,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,698,true,1772210618800651700,1772210569339540200,RotCraneCylinder.DI_Retracted,1772210569339540200,Reached
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,706,true,1772210618840354500,1772210569381013700,Unity.Received,1772210569381013700,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,706,true,1772210618840354500,1772210569381013700,RotCrane.Motor.DO_TurnCounterclockwise,1772210569381013700,ActionStart
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,731,false,1772210619051180200,1772210569584175200,Unity.Received,1772210569584175200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,831,true,1772210619700245500,1772210570240089200,Unity.Received,1772210570240089200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,831,true,1772210619700245500,1772210570240089200,StackCylinder.DO_Extend,1772210570240089200,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,842,false,1772210619770776500,1772210570281667300,Unity.Received,1772210570281667300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,879,true,1772210619990777000,1772210570525997500,Unity.Received,1772210570525997500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,882,false,1772210620000778300,1772210570525997500,Unity.Received,1772210570525997500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,882,false,1772210620000778300,1772210570525997500,StackCylinder.DO_Extend,1772210570525997500,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,899,false,1772210620090778300,1772210570608936200,Unity.Received,1772210570608936200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,933,true,1772210620290780400,1772210570809107500,Unity.Received,1772210570809107500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,933,true,1772210620290780400,1772210570809107500,StackCylinder.DI_Retracted,1772210571114257700,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1033,true,1772210620950315400,1772210571467494700,Unity.Received,1772210571467494700,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1033,true,1772210620950315400,1772210571467494700,RotCrane.DI_AtConveyor,1772210571467494700,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1066,false,1772210621150317500,1772210571669851800,Unity.Received,1772210571669851800,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,1325,true,1772210622910392100,1772210573425079700,Unity.Received,1772210573425079700,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,1325,true,1772210622910392100,1772210573425079700,RotCrane.DI_AtStamp,1772210573425079700,Reached
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,1328,false,1772210622921385600,1772210573465648000,Unity.Received,1772210573465648000,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,1328,false,1772210622921385600,1772210573465648000,RotCrane.Motor.DO_TurnCounterclockwise,1772210573465648000,ActionStart
