var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,140,true,1772210541050496800,1772210491567765100,Unity.Received,1772210491567765100,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,140,true,1772210541050496800,1772210491567765100,StackCylinder.DO_Extend,1772210491569763600,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,147,false,1772210541110496600,1772210491650717400,Unity.Received,1772210491650717400,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,173,true,1772210541330501600,1772210491856967600,Unity.Received,1772210491856967600,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,174,true,1772210541340503200,1772210491861035400,Unity.Received,1772210491861035400,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,174,true,1772210541340503200,1772210491861035400,RotCrane.Motor.DO_TurnClockwise,1772210491861589200,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,176,false,1772210541340503200,1772210491861589200,Unity.Received,1772210491861589200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,176,false,1772210541340503200,1772210491861589200,StackCylinder.DO_Extend,1772210491861589200,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,187,false,1772210541430504700,1772210491940008300,Unity.Received,1772210491940008300,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,205,false,1772210541539704600,1772210492062675400,Unity.Received,1772210492062675400,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,220,true,1772210541629704900,1772210492145596100,Unity.Received,1772210492145596100,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,220,true,1772210541629704900,1772210492145596100,StackCylinder.DI_Retracted,1772210492448088700,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,488,true,1772210543489900900,1772210494027970000,Unity.Received,1772210494027970000,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,488,true,1772210543489900900,1772210494027970000,RotCrane.DI_AtStack,1772210494027970000,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,490,false,1772210543499901600,1772210494027970000,Unity.Received,1772210494027970000,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,490,false,1772210543499901600,1772210494027970000,RotCrane.Motor.DO_TurnClockwise,1772210494027970000,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,497,true,1772210543539909000,1772210494071313500,Unity.Received,1772210494071313500,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,497,true,1772210543539909000,1772210494071313500,RotCraneCylinder.DO_Extend,1772210494071839300,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,520,false,1772210543819902200,1772210494347594700,Unity.Received,1772210494347594700,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,560,true,1772210544330054600,1772210494860670300,Unity.Received,1772210494860670300,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,560,true,1772210544330054600,1772210494860670300,RotCraneCylinder.DI_Extended,1772210494860670300,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,628,true,1772210545100058100,1772210495639316900,Unity.Received,1772210495639316900,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,628,true,1772210545100058100,1772210495639316900,RotCraneVacuumCup.DI_TakenIn,1772210495639316900,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,652,false,1772210545360562200,1772210495882848000,Unity.Received,1772210495882848000,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,652,false,1772210545360562200,1772210495882848000,RotCraneCylinder.DO_Extend,1772210495882848000,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,667,false,1772210545490564500,1772210496002530000,Unity.Received,1772210496002530000,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,704,true,1772210545810403800,1772210496331019200,Unity.Received,1772210496331019200,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,704,true,1772210545810403800,1772210496331019200,RotCraneCylinder.DI_Retracted,1772210496331019200,Reached
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,708,true,1772210545839398000,1772210496368266600,Unity.Received,1772210496368266600,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,708,true,1772210545839398000,1772210496368266600,RotCrane.Motor.DO_TurnCounterclockwise,1772210496368266600,ActionStart
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,739,false,1772210546049399200,1772210496576610800,Unity.Received,1772210496576610800,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,846,true,1772210546689876800,1772210497228587300,Unity.Received,1772210497228587300,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,846,true,1772210546689876800,1772210497228587300,StackCylinder.DO_Extend,1772210497228587300,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,856,false,1772210546759409100,1772210497268189800,Unity.Received,1772210497268189800,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,892,true,1772210546979505500,1772210497517947400,Unity.Received,1772210497517947400,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,895,false,1772210546989027400,1772210497517947400,Unity.Received,1772210497517947400,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,895,false,1772210546989027400,1772210497517947400,StackCylinder.DO_Extend,1772210497517947400,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,911,false,1772210547079168000,1772210497597734400,Unity.Received,1772210497597734400,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,941,true,1772210547279020800,1772210497805159200,Unity.Received,1772210497805159200,Received
