var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,142,true,1772211038251574200,1772210988791534600,Unity.Received,1772210988791534600,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,142,true,1772211038251574200,1772210988791534600,StackCylinder.DO_Extend,1772210988792079000,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,148,false,1772211038311573900,1772210988833730400,Unity.Received,1772210988833730400,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,175,true,1772211038531575700,1772210989076100900,Unity.Received,1772210989076100900,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,176,true,1772211038541576900,1772210989076100900,Unity.Received,1772210989076100900,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,176,true,1772211038541576900,1772210989076100900,RotCrane.Motor.DO_TurnClockwise,1772210989076100900,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,178,false,1772211038541576900,1772210989076100900,Unity.Received,1772210989076100900,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,178,false,1772211038541576900,1772210989076100900,StackCylinder.DO_Extend,1772210989076100900,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,189,false,1772211038641579400,1772210989198756500,Unity.Received,1772210989198756500,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,205,false,1772211038741589200,1772210989280573500,Unity.Received,1772210989280573500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,221,true,1772211038831580500,1772210989363201600,Unity.Received,1772210989363201600,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,221,true,1772211038831580500,1772210989363201600,StackCylinder.DI_Retracted,1772210989664567100,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,482,true,1772211040680669900,1772210991214327400,Unity.Received,1772210991214327400,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,482,true,1772211040680669900,1772210991214327400,RotCrane.DI_AtStack,1772210991214837400,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,484,false,1772211040690667700,1772210991218838600,Unity.Received,1772210991218838600,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,484,false,1772211040690667700,1772210991218838600,RotCrane.Motor.DO_TurnClockwise,1772210991218838600,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,491,true,1772211040731669400,1772210991255972100,Unity.Received,1772210991255972100,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,491,true,1772211040731669400,1772210991255972100,RotCraneCylinder.DO_Extend,1772210991255972100,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,514,false,1772211041000663500,1772210991544522400,Unity.Received,1772210991544522400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,561,true,1772211041520668500,1772210992043448600,Unity.Received,1772210992043448600,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,561,true,1772211041520668500,1772210992043448600,RotCraneCylinder.DI_Extended,1772210992044064100,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,627,true,1772211042280575600,1772210992800625600,Unity.Received,1772210992800625600,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,627,true,1772211042280575600,1772210992800625600,RotCraneVacuumCup.DI_TakenIn,1772210992800625600,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,654,false,1772211042560570700,1772210993086675900,Unity.Received,1772210993086675900,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,654,false,1772211042560570700,1772210993086675900,RotCraneCylinder.DO_Extend,1772210993086675900,ActionStart
