var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,138,true,1772212925666529600,1772212876254556900,Unity.Received,1772212876254556900,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,138,true,1772212925666529600,1772212876254556900,StackCylinder.DO_Extend,1772212876257177200,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,144,false,1772212925736533300,1772212876333270200,Unity.Received,1772212876333270200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,177,true,1772212925946535200,1772212876537770700,Unity.Received,1772212876537770700,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,180,false,1772212925956536000,1772212876540866100,Unity.Received,1772212876540866100,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,180,false,1772212925956536000,1772212876540866100,StackCylinder.DO_Extend,1772212876540866100,ActionStart
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,181,true,1772212925966535100,1772212876540866100,Unity.Received,1772212876540866100,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,181,true,1772212925966535100,1772212876540866100,RotCrane.Motor.DO_TurnClockwise,1772212876541408500,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,193,false,1772212926046531500,1772212876620885500,Unity.Received,1772212876620885500,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,212,false,1772212926176529400,1772212876742849700,Unity.Received,1772212876742849700,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,224,true,1772212926246529400,1772212876823827900,Unity.Received,1772212876823827900,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,224,true,1772212926246529400,1772212876823827900,StackCylinder.DI_Retracted,1772212877126681600,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,491,true,1772212928126419700,1772212878703202500,Unity.Received,1772212878703202500,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,491,true,1772212928126419700,1772212878703202500,RotCrane.DI_AtStack,1772212878703711400,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,494,false,1772212928136419200,1772212878706770900,Unity.Received,1772212878706770900,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,494,false,1772212928136419200,1772212878706770900,RotCrane.Motor.DO_TurnClockwise,1772212878706770900,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,501,true,1772212928176419400,1772212878744844600,Unity.Received,1772212878744844600,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,501,true,1772212928176419400,1772212878744844600,RotCraneCylinder.DO_Extend,1772212878744844600,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,517,false,1772212928456191400,1772212879045286400,Unity.Received,1772212879045286400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,556,true,1772212928976190400,1772212879538744300,Unity.Received,1772212879538744300,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,556,true,1772212928976190400,1772212879538744300,RotCraneCylinder.DI_Extended,1772212879538744300,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,613,true,1772212929715648700,1772212880320459100,Unity.Received,1772212880320459100,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,613,true,1772212929715648700,1772212880320459100,RotCraneVacuumCup.DI_TakenIn,1772212880320459100,Reached
