var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,136,true,1772212518425665000,1772212468982995600,Unity.Received,1772212468982995600,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,141,false,1772212518485665600,1772212469061496500,Unity.Received,1772212469061496500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,136,true,1772212518425665000,1772212468982995600,StackCylinder.DI_Retracted,1772212469264013300,Reached
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,168,true,1772212518705665300,1772212469264013300,Unity.Received,1772212469264013300,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,169,true,1772212518715667200,1772212469304437900,Unity.Received,1772212469304437900,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,169,true,1772212518715667200,1772212469304437900,RotCrane.Motor.DO_TurnClockwise,1772212469304437900,ActionStart
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,201,false,1772212518914666300,1772212469507769500,Unity.Received,1772212469507769500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,168,true,1772212518705665300,1772212469264013300,StackCylinder.DI_Extended,1772212469734048600,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,500,true,1772212520874445900,1772212471437469200,Unity.Received,1772212471437469200,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,500,true,1772212520874445900,1772212471437469200,RotCrane.DI_AtStack,1772212471438480900,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,503,false,1772212520884444500,1772212471474878900,Unity.Received,1772212471474878900,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,503,false,1772212520884444500,1772212471474878900,RotCrane.Motor.DO_TurnClockwise,1772212471474878900,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,508,true,1772212520924443600,1772212471516648900,Unity.Received,1772212471516648900,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,508,true,1772212520924443600,1772212471516648900,RotCraneCylinder.DO_Extend,1772212471516648900,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,535,false,1772212521204449600,1772212471764501200,Unity.Received,1772212471764501200,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,565,true,1772212521714445400,1772212472308397900,Unity.Received,1772212472308397900,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,565,true,1772212521714445400,1772212472308397900,RotCraneCylinder.DI_Extended,1772212472308397900,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,653,true,1772212522465082200,1772212473027086900,Unity.Received,1772212473027086900,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,653,true,1772212522465082200,1772212473027086900,RotCraneVacuumCup.DI_TakenIn,1772212473028092600,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,684,false,1772212522745081900,1772212473312508300,Unity.Received,1772212473312508300,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,684,false,1772212522745081900,1772212473312508300,RotCraneCylinder.DO_Extend,1772212473312508300,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,697,false,1772212522875081900,1772212473435405800,Unity.Received,1772212473435405800,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,736,true,1772212523195077600,1772212473756975400,Unity.Received,1772212473756975400,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,736,true,1772212523195077600,1772212473756975400,RotCraneCylinder.DI_Retracted,1772212473756975400,Reached
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,739,true,1772212523225083200,1772212473796819800,Unity.Received,1772212473796819800,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,739,true,1772212523225083200,1772212473796819800,RotCrane.Motor.DO_TurnCounterclockwise,1772212473797333600,ActionStart
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,770,false,1772212523435081800,1772212474004065500,Unity.Received,1772212474004065500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,874,false,1772212524093920400,1772212474656140200,Unity.Received,1772212474656140200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,874,false,1772212524093920400,1772212474656140200,StackCylinder.DO_Extend,1772212474656140200,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,895,false,1772212524203922600,1772212474776844600,Unity.Received,1772212474776844600,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,928,true,1772212524403921800,1772212474981120600,Unity.Received,1772212474981120600,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,928,true,1772212524403921800,1772212474981120600,StackCylinder.DI_Retracted,1772212474984157600,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1074,true,1772212525354039100,1772212475918930200,Unity.Received,1772212475918930200,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1074,true,1772212525354039100,1772212475918930200,RotCrane.DI_AtConveyor,1772212475918930200,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,1105,false,1772212525543594700,1772212476124565800,Unity.Received,1772212476124565800,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,1359,true,1772212527303747500,1772212477887766500,Unity.Received,1772212477887766500,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,1359,true,1772212527303747500,1772212477887766500,RotCrane.DI_AtStamp,1772212477889337500,Reached
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,1361,false,1772212527313753000,1772212477889337500,Unity.Received,1772212477889337500,Received
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,1361,false,1772212527313753000,1772212477889337500,RotCrane.Motor.DO_TurnCounterclockwise,1772212477889337500,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1368,true,1772212527353748300,1772212477930144600,Unity.Received,1772212477930144600,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1368,true,1772212527353748300,1772212477930144600,RotCraneCylinder.DO_Extend,1772212477930144600,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1386,false,1772212527633838400,1772212478214394100,Unity.Received,1772212478214394100,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1431,true,1772212528143835300,1772212478715859900,Unity.Received,1772212478715859900,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1431,true,1772212528143835300,1772212478715859900,RotCraneCylinder.DI_Extended,1772212478715859900,Reached
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,1437,false,1772212528203839300,1772212478779166700,Unity.Received,1772212478779166700,Received
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,1437,false,1772212528203839300,1772212478779166700,RotCraneVacuumCup.DI_TakenIn,1772212478779166700,Reached
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1442,false,1772212528283838200,1772212478859877800,Unity.Received,1772212478859877800,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,1442,false,1772212528283838200,1772212478859877800,RotCraneCylinder.DO_Extend,1772212478859877800,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,1451,false,1772212528393838700,1772212478978560900,Unity.Received,1772212478978560900,Received
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,1463,false,1772212528523841300,1772212479102270100,Unity.Received,1772212479102270100,Received
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,1464,true,1772212528523841300,1772212479102270100,Unity.Received,1772212479102270100,Received
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,1464,true,1772212528523841300,1772212479102270100,StampSlidingCylinder.DO_Retract,1772212479102270100,ActionStart
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1478,true,1772212528693837300,1772212479269171500,Unity.Received,1772212479269171500,Received
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,1478,true,1772212528693837300,1772212479269171500,RotCraneCylinder.DI_Retracted,1772212479269171500,Reached
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,1483,false,1772212528713837800,1772212479306434900,Unity.Received,1772212479306434900,Received
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,1510,true,1772212529273389300,1772212479830980400,Unity.Received,1772212479830980400,Received
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,1513,true,1772212529273389300,1772212479830980400,Unity.Received,1772212479830980400,Received
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,1513,true,1772212529273389300,1772212479830980400,StampCylinder.DO_Extend,1772212479830980400,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,1528,true,1772212529493391500,1772212480079201200,Unity.Received,1772212480079201200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,1528,true,1772212529493391500,1772212480079201200,StackCylinder.DO_Extend,1772212480079201200,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,1535,false,1772212529553393800,1772212480124446000,Unity.Received,1772212480124446000,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,1559,true,1772212529773394400,1772212480334289200,Unity.Received,1772212480334289200,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,1561,false,1772212529783394300,1772212480370780800,Unity.Received,1772212480370780800,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,1561,false,1772212529783394300,1772212480370780800,StackCylinder.DO_Extend,1772212480370780800,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,1571,false,1772212529873394900,1772212480452352500,Unity.Received,1772212480452352500,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,1590,true,1772212530083394200,1772212480656084000,Unity.Received,1772212480656084000,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,1590,true,1772212530083394200,1772212480656084000,StackCylinder.DI_Retracted,1772212480955643600,Reached
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,1648,false,1772212530783611500,1772212481354951800,Unity.Received,1772212481354951800,Received
MAIN.m_container.m_stamp.m_stampingCylinder.DO_Extend,1648,false,1772212530783611500,1772212481354951800,StampCylinder.DO_Extend,1772212481354951800,ActionStart
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,1650,true,1772212530793611600,1772212481354951800,Unity.Received,1772212481354951800,Received
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Extend,1650,true,1772212530793611600,1772212481354951800,StampSlidingCylinder.DO_Extend,1772212481354951800,ActionStart
MAIN.m_container.m_stamp.m_slidingCylinder.DO_Retract,1651,false,1772212530793611600,1772212481354951800,Unity.Received,1772212481354951800,Received
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Retracted,1655,false,1772212530903611700,1772212481490106100,Unity.Received,1772212481490106100,Received
MAIN.m_container.m_stamp.m_slidingCylinder.DI_Extended,1694,true,1772212531424614500,1772212481985854500,Unity.Received,1772212481985854500,Received
