var_name,seq,value,t0_ns,unity_recv_ns,unity_event,unity_time_ns,kind
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,140,true,1772212126411703100,1772212076970355700,Unity.Received,1772212076970355700,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,140,true,1772212126411703100,1772212076970355700,StackCylinder.DO_Extend,1772212076972368900,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,143,false,1772212126481705000,1772212077025026900,Unity.Received,1772212077025026900,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,165,true,1772212126691702900,1772212077271387600,Unity.Received,1772212077271387600,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,166,true,1772212126701706000,1772212077271387600,Unity.Received,1772212077271387600,Received
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,166,true,1772212126701706000,1772212077271387600,RotCrane.Motor.DO_TurnClockwise,1772212077272395800,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,168,false,1772212126701706000,1772212077272395800,Unity.Received,1772212077272395800,Received
MAIN.m_container.m_stack.o_slidingCylinder.DO_Extend,168,false,1772212126701706000,1772212077272395800,StackCylinder.DO_Extend,1772212077272395800,ActionStart
MAIN.m_container.m_stack.o_slidingCylinder.DI_Extended,181,false,1772212126791992300,1772212077353125300,Unity.Received,1772212077353125300,Received
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,199,false,1772212126901316900,1772212077475130100,Unity.Received,1772212077475130100,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,216,true,1772212126991319600,1772212077559776400,Unity.Received,1772212077559776400,Received
MAIN.m_container.m_stack.o_slidingCylinder.DI_Retracted,216,true,1772212126991319600,1772212077559776400,StackCylinder.DI_Retracted,1772212077861964300,Reached
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,477,true,1772212128842007300,1772212079395204000,Unity.Received,1772212079395204000,Received
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,477,true,1772212128842007300,1772212079395204000,RotCrane.DI_AtStack,1772212079395735300,Reached
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,480,false,1772212128852007300,1772212079432416800,Unity.Received,1772212079432416800,Received
